,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599340867,11.0.0.8,UpdateGen,13649,0.42812500000765397,5.5265034239999995,0.019277,0.20193160000000002,264.0,0.543151008,0.148,0.009
3,1599340927,11.0.0.8,UpdateGen,68272,0.7109375000436557,5.527027712,0.0527375,0.9720021999999999,595.0,1.201640848,0.148,0.009
5,1599340987,11.0.0.8,UpdateGen,198309,0.7859374999861757,6.231998464,0.0798968,1.7469261999999999,926.0,1.904592112,0.148,0.009
7,1599341047,11.0.0.8,UpdateGen,404217,1.062500000016371,9.420259327999998,0.0930873,2.5157927,1253.0,2.624047272,0.148,0.009
9,1599341107,11.0.0.8,UpdateGen,685609,1.6734374999577994,14.1520896,0.1429347,3.2785951,1586.0,3.363747608,0.321,0.022
11,1599341167,11.0.0.8,UpdateGen,1041671,2.250000000012747,14.152679423999999,0.18783339999999998,4.003396,1923.0,4.12743964,0.321,0.022
13,1599341227,11.0.0.8,UpdateGen,1471649,1.6437499999847205,14.186692608,0.1670337,4.8062435,2265.0,4.8768702,0.321,0.022
15,1599341287,11.0.0.8,UpdateGen,1980214,1.7375000000174765,21.367734272,0.1922432,5.6227032999999995,2602.0,5.60555132,0.321,0.022
17,1599341347,11.0.0.8,UpdateGen,2563730,1.8953125000007276,29.185982464000002,0.2230002,6.3471392,2934.0,6.319047432,0.321,0.022
19,1599341407,11.0.0.8,UpdateGen,3220532,3.2781249999788713,37.272600576,0.3172991,7.0851898,3274.0,7.033321104,0.857,0.03
21,1599341467,11.0.0.8,UpdateGen,3953076,3.2062499999847347,37.272600576,0.3259853,7.866580099999999,3601.0,7.724270656,0.857,0.03
