,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599341887,11.0.0.17,UpdateGen,11796,1.0906249999697906,5.526851584,0.0196485,0.19894720000000002,239.0,0.511863824,0.098,0.009
2,1599341947,11.0.0.17,UpdateGen,58973,0.6109375000505679,5.5273758719999995,0.0478796,0.8349253000000001,580.0,1.158027768,0.098,0.009
4,1599342007,11.0.0.17,UpdateGen,181559,0.7140625000011056,6.232608768,0.0769508,1.6014728,910.0,1.810861344,0.098,0.009
6,1599342067,11.0.0.17,UpdateGen,378542,0.9156249999978172,9.219674112,0.08871230000000001,2.3446377999999997,1239.0,2.441848672,0.098,0.009
8,1599342127,11.0.0.17,UpdateGen,652597,1.4687500000127471,14.421159936,0.12068319999999999,3.1185183,1567.0,3.166736048,0.248,0.021
10,1599342187,11.0.0.17,UpdateGen,1001337,2.021875000000364,14.422011904,0.17481629999999998,3.8612907,1912.0,3.904120184,0.248,0.021
12,1599342247,11.0.0.17,UpdateGen,1423603,2.859375000016371,14.422470656,0.22781179999999998,4.5783002999999995,2246.0,4.645004184,0.248,0.021
14,1599342307,11.0.0.17,UpdateGen,1922331,1.8078125000010772,19.724464128,0.1862546,5.4228772,2583.0,5.409314376,0.248,0.021
16,1599342367,11.0.0.17,UpdateGen,2496742,1.9515625000258154,27.610017792,0.2226929,6.182999400000001,2923.0,6.152595256,0.248,0.021
18,1599342427,11.0.0.17,UpdateGen,3145200,4.7640625000440195,37.072564224,0.2946649,6.9178223,3256.0,6.884560368,0.868,0.033
20,1599342487,11.0.0.17,UpdateGen,3867017,2.710937499987253,37.072826368,0.2643275,7.6974966,3606.0,7.651434048,0.868,0.033
22,1599342547,11.0.0.17,UpdateGen,4664529,3.8250000000152937,37.07295744,0.3470428,8.4774679,3952.0,8.413300128,0.868,0.033
