,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599345967,11.0.0.123,UpdateGen,2759,0.8312500000102006,5.518987264,0.018462700000000002,0.1806095,70.0,0.122975504,0.083,0.01
2,1599346027,11.0.0.123,UpdateGen,27180,0.6953125000109424,5.526851584,0.033289599999999996,0.5513285,397.0,0.850211808,0.083,0.01
4,1599346087,11.0.0.123,UpdateGen,113806,0.703125000045489,5.527769087999999,0.0615497,1.3191013999999999,724.0,1.588540032,0.083,0.01
6,1599346147,11.0.0.123,UpdateGen,275450,0.8562499999971038,7.407079424,0.08064460000000001,2.1021959,1042.0,2.219336264,0.083,0.01
8,1599346207,11.0.0.123,UpdateGen,512898,1.1031250000178403,10.964897792,0.0984704,2.8650379,1364.0,2.864971192,0.083,0.01
10,1599346267,11.0.0.123,UpdateGen,824813,1.3656250000076398,15.22690048,0.1184769,3.5844672,1689.0,3.56032,0.237,0.022
12,1599346327,11.0.0.123,UpdateGen,1211201,2.167187500008353,15.227424768,0.1909595,4.3443142,2019.0,4.220248664,0.237,0.022
14,1599346387,11.0.0.123,UpdateGen,1673771,1.7343750000327418,15.731200000000001,0.1763939,5.1638735,2347.0,4.885750552,0.237,0.022
16,1599346447,11.0.0.123,UpdateGen,2210646,1.7687499999919822,23.013036032,0.1939599,5.922304,2678.0,5.542262016,0.237,0.022
18,1599346507,11.0.0.123,UpdateGen,2822324,1.8921874999887223,31.233871872,0.2352449,6.6982748,3018.0,6.208142976,0.237,0.022
20,1599346567,11.0.0.123,UpdateGen,3510709,2.7437500000087454,38.280564735999995,0.29326779999999997,7.462115099999999,3348.0,6.884076868,0.885,0.033
