,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599468960,11.0.0.98,UpdateGen,576628,4.956249999850144,9.284268032,0.5849031,15.4545795,167.0,0.325974464,0.098,0.01
3,1599469020,11.0.0.98,UpdateGen,2083366,4.781249999978172,29.451268096,0.5097265,15.2853856,510.0,1.058073424,0.098,0.01
5,1599469080,11.0.0.98,UpdateGen,3584621,7.381250000016749,49.718734848,0.6460094000000001,14.9382821,853.0,1.771967632,0.098,0.01
7,1599469140,11.0.0.98,UpdateGen,5060541,7.756249999856664,60.993941504,0.6692646,14.6514934,1194.0,2.48795408,0.287,0.023
9,1599469200,11.0.0.98,UpdateGen,6495946,5.6921875000261934,60.995448832,0.5800126,15.118278,1549.0,3.159755984,0.287,0.023
11,1599469260,11.0.0.98,UpdateGen,7960284,5.1203125000211145,60.99597312,0.586401,15.260936,1879.0,3.850636376,0.287,0.023
13,1599469320,11.0.0.98,UpdateGen,9442012,4.806249999983265,61.029920768000004,0.5621115,15.2110384,2222.0,4.557236464,1.203,0.032
15,1599469380,11.0.0.98,UpdateGen,10938482,4.926562500113505,61.030182912,0.566654,15.3379832,2567.0,5.227334464,1.203,0.032
17,1599469440,11.0.0.98,UpdateGen,12437394,4.882812499927212,60.82885632,0.5804739,15.2642864,2922.0,5.91750972,1.203,0.032
19,1599469500,11.0.0.98,UpdateGen,13927639,5.42031249999124,61.030182912,0.5991573,15.0778577,3258.0,6.611258216,1.799,0.043
21,1599469560,11.0.0.98,UpdateGen,15407402,5.364062499957072,61.030313984,0.6074899,14.887513199999999,3589.0,7.282288104,1.799,0.043
23,1599469620,11.0.0.98,UpdateGen,16882891,4.854687499991982,60.627726336,0.5768306,15.3256295,3925.0,7.950780064,1.799,0.043
25,1599469680,11.0.0.98,UpdateGen,18370642,4.909375000079308,75.291078656,0.5771523000000001,15.319485,4252.0,8.664543608,1.799,0.043
27,1599469740,11.0.0.98,UpdateGen,19870976,4.80781250005748,95.423803392,0.5677316,15.360805800000001,4575.0,9.3966308,1.799,0.043
29,1599469800,11.0.0.98,UpdateGen,21359074,4.457812499967972,102.805843968,0.5138351,15.3583469,4899.0,10.1081654,2.263,0.056
31,1599469860,11.0.0.98,UpdateGen,22862865,4.459374999987617,102.805909504,0.5447432,15.3487511,5226.0,10.85760188,2.263,0.056
33,1599469920,11.0.0.98,UpdateGen,24366374,4.503124999973849,102.80597504,0.5531415,15.394632699999999,5546.0,11.631358464,2.263,0.056
35,1599469980,11.0.0.98,UpdateGen,25865014,4.524999999903244,102.80630272,0.5327426,15.205209400000001,5874.0,12.405611176,2.263,0.056
37,1599470040,11.0.0.98,UpdateGen,27364969,4.900000000016007,102.806368256,0.5638644,15.222871300000001,6202.0,13.167216488,2.263,0.056
39,1599470100,11.0.0.98,UpdateGen,28862409,4.6031249999214054,103.276130304,0.5404373,15.2325069,6528.0,13.915314504,2.779,0.068
41,1599470160,11.0.0.98,UpdateGen,30349049,4.640625000047294,103.276130304,0.5430248000000001,15.4650201,6860.0,14.632200032,2.779,0.068
43,1599470220,11.0.0.98,UpdateGen,31847209,4.668749999964362,103.27619584000001,0.5531093,15.447197699999998,7181.0,15.356536872,2.779,0.068
45,1599470280,11.0.0.98,UpdateGen,33353769,4.440625000061104,103.276326912,0.5267015,15.252673699999999,7507.0,16.126675256,2.779,0.068
47,1599470340,11.0.0.98,UpdateGen,34856249,4.3921874999796415,103.27639244800001,0.5183355,15.284954,7833.0,16.866923368,2.779,0.068
49,1599470400,11.0.0.98,UpdateGen,36361461,5.162500000060405,103.14217472,0.5893801999999999,15.2419598,8165.0,17.61142928,3.169,0.08
51,1599470460,11.0.0.98,UpdateGen,37862181,5.07812499996362,103.14217472,0.5656036999999999,15.2143196,8500.0,18.334755328,3.169,0.08
53,1599470520,11.0.0.98,UpdateGen,39351941,4.540624999863198,103.142240256,0.5381368000000001,15.2118445,8840.0,19.085398664,3.169,0.08
55,1599470580,11.0.0.98,UpdateGen,40849541,4.468749999996376,103.142240256,0.5162393,15.404839599999999,9170.0,19.81968684,3.169,0.08
57,1599470640,11.0.0.98,UpdateGen,42355566,4.595312500114218,103.142240256,0.5482676999999999,15.2509019,9499.0,20.528345536,3.169,0.08
59,1599470700,11.0.0.98,UpdateGen,43856846,4.62500000003277,103.142305792,0.5431328000000001,15.246367800000002,9818.0,21.21737056,3.515,0.091
61,1599470760,11.0.0.98,UpdateGen,45357486,4.554687500003638,103.142305792,0.5372661,15.253092,10139.0,21.966802432,3.515,0.091
63,1599470820,11.0.0.98,UpdateGen,46851566,5.931250000012383,103.142305792,0.6159524000000001,14.804133,10463.0,22.699753808,3.515,0.091
65,1599470880,11.0.0.98,UpdateGen,48302766,4.629687500000742,103.142305792,0.5488931,15.3484681,10809.0,23.377760312,3.515,0.091
67,1599470940,11.0.0.98,UpdateGen,49799678,4.748437500020387,103.142633472,0.6051503,15.2333683,11138.0,24.058143632,3.515,0.091
69,1599471000,11.0.0.98,UpdateGen,51298478,4.451562499980341,102.30377267200001,0.5664665,15.2528623,11470.0,24.694925328,3.781,0.103
71,1599471060,11.0.0.98,UpdateGen,52799438,4.595312500005093,102.30377267200001,0.5963918,15.2791725,11801.0,25.35370476,3.781,0.103
73,1599471120,11.0.0.98,UpdateGen,54293438,5.096875000090222,102.30377267200001,0.60919,15.1131509,12124.0,26.035511144,3.781,0.103
75,1599471180,11.0.0.98,UpdateGen,55786158,5.6562500000472795,102.303838208,0.6034843000000001,14.98836,12442.0,26.74033868,3.781,0.103
77,1599471240,11.0.0.98,UpdateGen,57242638,4.6062500000152795,102.303838208,0.571391,15.2854611,12791.0,27.434408776,3.781,0.103
79,1599471300,11.0.0.98,UpdateGen,58738798,4.362500000097512,102.605828096,0.5342321,15.1394038,13118.0,28.19485936,4.051,0.12
81,1599471360,11.0.0.98,UpdateGen,60233598,4.514062499911233,102.605893632,0.548822,15.274528199999999,13439.0,28.9538972,4.051,0.12
83,1599471420,11.0.0.98,UpdateGen,61729610,4.565625000032043,102.605893632,0.5410035,15.2255906,13764.0,29.716935792,4.051,0.12
85,1599471480,11.0.0.98,UpdateGen,63231770,6.364062499960724,102.605893632,0.6305841999999999,14.899764900000001,14092.0,30.37777872,4.051,0.12
87,1599471540,11.0.0.98,UpdateGen,64724650,4.493750000056025,102.605959168,0.5682318000000001,15.2711129,14422.0,31.046566272,4.051,0.12
89,1599471600,11.0.0.98,UpdateGen,66201610,4.418750000004366,102.740176896,0.5387514,15.2224283,14766.0,31.662396984,4.427,0.13
91,1599471660,11.0.0.98,UpdateGen,67702650,4.604687499959255,102.74024243199999,0.5517236,15.111802599999999,15092.0,32.302771656,4.427,0.13
93,1599471720,11.0.0.98,UpdateGen,69203450,4.593750000112777,102.74024243199999,0.5541969,15.2356189,15423.0,33.015342824,4.427,0.13
95,1599471780,11.0.0.98,UpdateGen,70705748,4.4843749999563585,102.74024243199999,0.5381348,15.176900199999999,15759.0,33.765237752,4.427,0.13
97,1599471840,11.0.0.98,UpdateGen,72210148,4.826562500020387,102.74024243199999,0.5714081999999999,15.0589838,16095.0,34.504159064,4.427,0.13
99,1599471900,11.0.0.98,UpdateGen,73707508,4.796875000010914,102.97512345599999,0.5607204,15.0078822,16425.0,35.21106716,4.648,0.14
101,1599471960,11.0.0.98,UpdateGen,75200708,4.948437499970154,102.97512345599999,0.5760415,15.2381718,16750.0,35.894429432,4.648,0.14
103,1599472020,11.0.0.98,UpdateGen,76693988,4.471874999926513,102.97512345599999,0.5314635999999999,15.1566952,17092.0,36.56047484,4.648,0.14
105,1599472080,11.0.0.98,UpdateGen,78194020,4.392187500016021,102.975188992,0.5440257,15.1400199,17411.0,37.29763988,4.648,0.14
107,1599472140,11.0.0.98,UpdateGen,79696740,4.50312500006477,102.975254528,0.5271899,15.1563198,17750.0,38.017609136,4.648,0.14
109,1599472200,11.0.0.98,UpdateGen,81197940,4.499999999970882,102.706819072,0.539824,15.208979699999999,18075.0,38.776299216,4.827,0.152
111,1599472260,11.0.0.98,UpdateGen,82698820,4.64374999999562,102.706819072,0.5339949,15.3038306,18431.0,39.48554948,4.827,0.152
113,1599472320,11.0.0.98,UpdateGen,84197300,4.739062500011627,102.70688460800001,0.5629363000000001,15.2389758,18769.0,40.213655672,4.827,0.152
115,1599472380,11.0.0.98,UpdateGen,85703060,4.648437500127358,102.70688460800001,0.5445043,15.1990238,19100.0,40.972508008,4.827,0.152
117,1599472440,11.0.0.98,UpdateGen,87197730,4.598437500080763,102.70688460800001,0.5757091999999999,15.2496902,19432.0,41.6683918,4.827,0.152
