,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599484140,11.0.0.176,UpdateGen,1193035,5.0546874999236024,16.701284352000002,0.6074809,15.3544924,322.0,0.628460048,0.143,0.011
2,1599484200,11.0.0.176,UpdateGen,2691522,4.8406250000152795,36.734066688000006,0.5500226,15.4218336,689.0,1.337056528,0.143,0.011
4,1599484260,11.0.0.176,UpdateGen,4191095,5.731249999989785,57.035087872,0.5644481,14.8559214,1028.0,2.066815728,0.325,0.025
6,1599484320,11.0.0.176,UpdateGen,5628649,8.857812499973093,60.861210623999995,0.7000109,14.5778707,1380.0,2.753479648,0.325,0.025
8,1599484380,11.0.0.176,UpdateGen,7054963,10.587499999946871,60.862062591999994,0.6764133,14.3561944,1765.0,3.411040624,0.325,0.025
10,1599484440,11.0.0.176,UpdateGen,8470897,5.335937499949068,60.862390272,0.596492,14.9582272,2146.0,4.087882672,1.285,0.037
12,1599484500,11.0.0.176,UpdateGen,9947991,5.037499999998531,60.895944704,0.5697084,15.3470043,2493.0,4.850695952,1.285,0.037
14,1599484560,11.0.0.176,UpdateGen,11416428,7.003125000046566,60.895944704,0.6133839,15.006483,2841.0,5.571594504,1.285,0.037
16,1599484620,11.0.0.176,UpdateGen,12892260,4.349999999958513,60.895944704,0.572064,15.3240873,3192.0,6.312626648,1.791,0.048
18,1599484680,11.0.0.176,UpdateGen,14368759,4.357812499983993,60.896272384,0.5843089,15.3389503,3533.0,7.059717704,1.791,0.048
20,1599484740,11.0.0.176,UpdateGen,15869002,4.9718750000102006,60.896468992,0.565844,15.0636584,3868.0,7.791926608,1.791,0.048
22,1599484800,11.0.0.176,UpdateGen,17364548,4.732812499987631,61.567557632,0.5796544,15.4387286,4204.0,8.545111296,1.791,0.048
24,1599484860,11.0.0.176,UpdateGen,18872402,5.320312499934502,81.868054528,0.5839970999999999,15.3927687,4536.0,9.283333544,1.791,0.048
26,1599484920,11.0.0.176,UpdateGen,20380096,5.368749999943219,102.53758463999999,0.621981,15.1321215,4861.0,10.037122104,2.161,0.063
28,1599484980,11.0.0.176,UpdateGen,21875154,4.35000000012225,103.477239808,0.5761598,15.4128075,5195.0,10.808417968,2.161,0.063
30,1599485040,11.0.0.176,UpdateGen,23368625,4.254687500106229,103.477239808,0.5648766,15.426901800000001,5533.0,11.583690304,2.161,0.063
32,1599485100,11.0.0.176,UpdateGen,24876534,4.353124999925043,103.47730534399999,0.5588588000000001,15.412625199999999,5859.0,12.353149232,2.161,0.063
34,1599485160,11.0.0.176,UpdateGen,26385574,5.685937499984021,103.47737088,0.5572071,15.425963099999999,6190.0,13.125474112,2.161,0.063
36,1599485220,11.0.0.176,UpdateGen,27892809,4.214062500086584,103.47743641599999,0.5554975999999999,15.3985176,6521.0,13.910338448,2.725,0.075
38,1599485280,11.0.0.176,UpdateGen,29397449,5.071874999939624,103.645208576,0.6116875,15.3063179,6847.0,14.695383152,2.725,0.075
40,1599485340,11.0.0.176,UpdateGen,30897049,4.2953125000531145,103.64527411200001,0.534129,15.3771678,7171.0,15.457167944,2.725,0.075
42,1599485400,11.0.0.176,UpdateGen,32385929,4.250000000010928,103.645339648,0.5558579,15.2373541,7511.0,16.182591288,2.725,0.075
44,1599485460,11.0.0.176,UpdateGen,33887849,5.2906250001251465,103.64547072,0.5620998,15.190860599999999,7843.0,16.97069468,2.725,0.075
46,1599485520,11.0.0.176,UpdateGen,35388489,4.1812500001105946,103.64547072,0.5437991,15.366361300000001,8179.0,17.722637344,3.115,0.087
48,1599485580,11.0.0.176,UpdateGen,36888901,4.298437500037821,103.30999193599999,0.5525317,15.3657647,8502.0,18.498003424,3.115,0.087
50,1599485640,11.0.0.176,UpdateGen,38393941,6.023437500025494,103.30999193599999,0.624239,14.5687927,8837.0,19.265123048,3.115,0.087
52,1599485700,11.0.0.176,UpdateGen,39880501,4.209375000118598,103.310057472,0.5332634,15.3844788,9172.0,20.007579504,3.115,0.087
54,1599485760,11.0.0.176,UpdateGen,41339701,5.020312499909764,103.310057472,0.56077,15.3025353,9528.0,20.720126288,3.115,0.087
56,1599485820,11.0.0.176,UpdateGen,42843646,4.251562499976018,103.310057472,0.5538597,15.3724366,9854.0,21.440656976,3.399,0.099
58,1599485880,11.0.0.176,UpdateGen,44349406,4.232812499994893,102.639034368,0.573338,15.437403699999999,10186.0,22.212302992,3.399,0.099
60,1599485940,11.0.0.176,UpdateGen,45855326,4.334374999998545,102.639296512,0.5625277,15.3445986,10520.0,22.94835968,3.399,0.099
