,time,metric.instance,metric.ID,metric.actor,Raphtory_Router_Updates_total,Raphtory_Intra_Worker_Updates_total,Raphtory_Inter_Worker_Updates_total,Raphtory_Vertex_Count_total,Raphtory_Local_Edge_Count_total,Raphtory_Master_Split_Edge_Count_total,Raphtory_Copy_Split_Edge_Count_total,Raphtory_Earliest_Time,Raphtory_Latest_Time,Raphtory_Safe_Time,Raphtory_Synchronised_Updates_total,Update_Arrival_Time,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599003187,11.0.0.197,0,PartitionWriter_0,32766,8845,0,3727,8637,0,0,9000000,9001202,9001194,32780,0.008319327731092438,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
1,1599003187,11.0.0.197,1,PartitionWriter_0,35188,9098,0,3718,9074,0,0,9000000,9001202,9001195,35202,0.007362068965517241,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
2,1599003187,11.0.0.197,2,PartitionWriter_0,35218,13326,0,3746,8153,0,0,9000000,9001202,9001197,35226,0.00808695652173913,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
3,1599003187,11.0.0.197,3,PartitionWriter_0,41600,11303,0,3712,10429,0,0,9000000,9001202,9001198,41628,0.007471014492753623,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
4,1599003187,11.0.0.197,4,PartitionWriter_0,24736,10327,0,3709,4923,0,0,9000000,9001202,9001192,24745,0.0066395348837209305,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
5,1599003187,11.0.0.197,5,PartitionWriter_0,29768,11846,0,3636,6148,0,0,9000000,9001202,9001194,29777,0.0069743589743589745,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
6,1599003187,11.0.0.197,6,PartitionWriter_0,35180,7950,0,3621,9192,0,0,9000000,9001202,9001197,35194,0.006721804511278196,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
7,1599003187,11.0.0.197,7,PartitionWriter_0,36151,9025,0,3747,8810,0,0,9000000,9001202,9001195,36168,0.00713768115942029,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
8,1599003187,11.0.0.197,8,PartitionWriter_0,35265,9413,0,3741,9105,0,0,9000000,9001202,9001197,35276,0.008779816513761467,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
9,1599003187,11.0.0.197,9,PartitionWriter_0,30241,10225,0,3770,7279,0,0,9000000,9001202,9001197,30246,0.006772727272727272,20.58750000000144,8.06432768,9.201661699999999,0.1779387,3146.0,52.031901416,0.88,0.011
10,1599003247,11.0.0.197,0,PartitionWriter_0,100604,28471,0,9342,24140,0,0,9000000,9003103,9002773,100657,0.007580838323353293,26.424999999999272,8.284463104,12.593887,0.2067794,7293.0,78.095934388,2.472,0.022
11,1599003247,11.0.0.197,1,PartitionWriter_0,102256,29439,0,9467,23108,0,0,9000000,9003103,9002773,102299,0.007209302325581396,26.424999999999272,8.284463104,12.593887,0.2067794,7293.0,78.095934388,2.472,0.022
12,1599003247,11.0.0.197,2,PartitionWriter_0,104497,31787,0,9412,25264,0,0,9000000,9003103,9002773,104564,0.007450704225352113,26.424999999999272,8.284463104,12.593887,0.2067794,7293.0,78.095934388,2.472,0.022
13,1599003247,11.0.0.197,3,PartitionWriter_0,115855,29235,0,9269,27690,0,0,9000000,9003103,9002773,115907,0.007216284987277354,26.424999999999272,8.284463104,12.593887,0.2067794,7293.0,78.095934388,2.472,0.022
14,1599003247,11.0.0.197,4,PartitionWriter_0,72031,30950,0,9247,12922,0,0,9000000,9003103,9002772,72065,0.006946859903381643,26.424999999999272,8.284463104,12.593887,0.2067794,7293.0,78.095934388,2.472,0.022
