,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599271087,11.0.0.18,UpdateGen,17541,0.37031250000838156,5.526151168,0.019618299999999998,0.201615,320.0,0.689678928,0.093,0.009
2,1599271147,11.0.0.18,UpdateGen,113587,0.7000000000244029,5.526544384,0.06721010000000001,1.3516492,658.0,1.331007472,0.093,0.009
4,1599271207,11.0.0.18,UpdateGen,322530,0.9953125000174907,7.97667328,0.0947867,2.5059638,990.0,1.94515948,0.093,0.009
6,1599271267,11.0.0.18,UpdateGen,645498,1.318749999991283,12.473425919999999,0.1370398,3.6530947,1322.0,2.565819192,0.093,0.009
8,1599271327,11.0.0.18,UpdateGen,1081942,2.0203124999898137,19.889606655999998,0.18906610000000001,4.7871467,1644.0,3.219832336,0.251,0.022
10,1599271387,11.0.0.18,UpdateGen,1630018,2.8359375000581792,19.890130944,0.26608709999999997,5.9033872999999994,1975.0,3.894701208,0.251,0.022
12,1599271447,11.0.0.18,UpdateGen,2288482,2.9968750000352884,19.890589696,0.2956968,7.1083165,2317.0,4.563640496,0.251,0.022
14,1599271507,11.0.0.18,UpdateGen,3062175,2.543749999967986,29.152530432000002,0.310798,8.2658846,2648.0,5.252829096,0.251,0.022
16,1599271567,11.0.0.18,UpdateGen,3950675,2.8843749999850985,40.963887104,0.34461959999999997,9.4650739,2978.0,5.914487808,0.251,0.022
18,1599271627,11.0.0.18,UpdateGen,4950839,5.421874999974534,55.224520704,0.4104342,10.524111,3319.0,6.5892282,0.939,0.033
20,1599271687,11.0.0.18,UpdateGen,6059168,4.265625000025466,55.224520704,0.4410402,11.6084622,3679.0,7.257350664,0.939,0.033
22,1599271747,11.0.0.18,UpdateGen,7256290,6.364062499997075,55.224520704,0.565542,12.3859895,4053.0,7.956641656,0.939,0.033
24,1599271807,11.0.0.18,UpdateGen,8519839,8.00468750001528,55.224520704,0.6397873000000001,13.1927115,4438.0,8.61859136,0.939,0.033
26,1599271867,11.0.0.18,UpdateGen,9923942,5.340624999980719,60.52612096,0.5791743,14.547163300000001,4811.0,9.305671312,1.507,0.041
28,1599271927,11.0.0.18,UpdateGen,11435642,5.2687500000138385,60.526252032,0.600723,15.366113,5168.0,9.976938144,1.507,0.041
30,1599271987,11.0.0.18,UpdateGen,13080687,5.576562499973079,60.526252032,0.6631263000000001,17.1104285,5508.0,10.640892984,1.507,0.041
32,1599272047,11.0.0.18,UpdateGen,14839259,5.565625000044733,74.88761446400001,0.6877374,18.4960106,5883.0,11.320876656,1.507,0.041
34,1599272107,11.0.0.18,UpdateGen,16733553,5.907812500017826,99.617296384,0.7586958,19.6636168,6260.0,12.035072096,1.507,0.041
36,1599272167,11.0.0.18,UpdateGen,18732460,5.681250000016021,115.354652672,0.7807758,20.7533425,6596.0,12.74915088,2.127,0.056
38,1599272227,11.0.0.18,UpdateGen,20859389,6.182812499946493,115.354652672,0.8366427,22.0695775,6914.0,13.473945976,2.127,0.056
40,1599272287,11.0.0.18,UpdateGen,23089335,6.043749999989828,115.354783744,0.8425425,23.1958684,7256.0,14.181680464,2.127,0.056
42,1599272347,11.0.0.18,UpdateGen,25439835,6.435937500027649,115.354914816,0.9131073000000001,24.2221899,7596.0,14.939051248,2.127,0.056
44,1599272407,11.0.0.18,UpdateGen,27912517,7.609375000019995,133.172383744,1.0010047,25.393856399999997,7950.0,15.719034368,2.127,0.056
46,1599272467,11.0.0.18,UpdateGen,30474986,9.470312499997817,153.372217344,1.0985536999999999,26.0549258,8295.0,16.422446832,2.795,0.071
48,1599272527,11.0.0.18,UpdateGen,33137684,7.915791579126264,153.372217344,1.0556476647664765,27.774682568256825,8630.0,17.071986016,2.795,0.071
50,1599272587,11.0.0.18,UpdateGen,35944481,7.995312500015643,153.37228288,1.1596304,28.8578438,8977.0,17.765331288,2.795,0.071
