,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1598999947,11.0.0.137,UpdateGen,184720,0.906250000007276,5.526040576,0.088689,2.1067602,343.0,0.697728096,0.167,0.012
2,1599000007,11.0.0.137,UpdateGen,428552,1.0640625000064716,8.915759104000001,0.11075739999999999,2.8678637,679.0,1.397124248,0.167,0.012
4,1599000067,11.0.0.137,UpdateGen,747876,1.3562500000011966,13.379022848,0.1360057,3.6376773,1013.0,2.078516168,0.167,0.012
6,1599000127,11.0.0.137,UpdateGen,1142862,1.5093750000050932,18.849902592,0.1682901,4.396717,1341.0,2.770370536,0.167,0.012
8,1599000187,11.0.0.137,UpdateGen,1615330,1.8171875000030155,25.561509888,0.2050986,5.135124599999999,1660.0,3.4307276,0.326,0.024
10,1599000247,11.0.0.137,UpdateGen,2161168,2.6250000000072617,25.56196864,0.2506047,5.8866935,1984.0,4.05824658,0.326,0.024
12,1599000307,11.0.0.137,UpdateGen,2780286,3.857812499986707,25.562427392,0.3081133,6.6167159,2325.0,4.716627564,0.326,0.024
14,1599000367,11.0.0.137,UpdateGen,3475942,2.307812499996089,29.086035968,0.2547858,7.4453865,2659.0,5.364186204,0.326,0.024
16,1599000427,11.0.0.137,UpdateGen,4246438,2.409375000008808,39.353888768,0.2696927,8.1551271,2983.0,5.995332708,0.326,0.024
18,1599000487,11.0.0.137,UpdateGen,5090382,3.504687499994347,49.453772799999996,0.3526567,8.8876642,3317.0,6.605852196,1.022,0.034
20,1599000547,11.0.0.137,UpdateGen,6009120,2.909375000003834,49.453772799999996,0.33420079999999996,9.6666784,3656.0,7.255588076,1.022,0.034
22,1599000607,11.0.0.137,UpdateGen,7005024,6.071875000009186,49.454034944,0.4920961,10.4246995,4018.0,7.931642836,1.022,0.034
24,1599000667,11.0.0.137,UpdateGen,8068944,7.212499999993696,49.454166016,0.5578962,11.0729256,4404.0,8.64102166,1.022,0.034
