,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599346987,11.0.0.142,UpdateGen,0,0.31249999999089084,5.5192289279999995,0.006482,0.0095446,24.0,0.048176256,0.144,0.011
1,1599347047,11.0.0.142,UpdateGen,16223,0.34062499997162377,5.526962176,0.019489799999999998,0.2018401,313.0,0.60944904,0.144,0.011
3,1599347107,11.0.0.142,UpdateGen,80850,0.6140625000080036,5.52722432,0.0476783,0.9731171,639.0,1.210800504,0.144,0.011
5,1599347167,11.0.0.142,UpdateGen,221204,0.6921875000352742,7.038943231999999,0.0716497,1.7525191,965.0,1.8174308,0.144,0.011
7,1599347227,11.0.0.142,UpdateGen,437211,0.9687499999927383,10.260901888,0.0866127,2.513358,1286.0,2.4490368,0.144,0.011
9,1599347287,11.0.0.142,UpdateGen,728568,1.4718749999792635,14.254665727999999,0.1171029,3.2880089,1615.0,3.107796328,0.303,0.021
11,1599347347,11.0.0.142,UpdateGen,1095402,1.673437500021464,14.25512448,0.1530219,4.0354778,1945.0,3.775432928,0.303,0.021
13,1599347407,11.0.0.142,UpdateGen,1537264,1.9046874999639698,15.19491072,0.17067,4.8237891,2280.0,4.443944168,0.303,0.021
15,1599347467,11.0.0.142,UpdateGen,2055919,1.8218749999778083,22.241603584,0.1870515,5.6250053,2608.0,5.075764304,0.303,0.021
17,1599347527,11.0.0.142,UpdateGen,2649400,1.9437500000094587,30.495993856,0.2150949,6.3670038,2927.0,5.696272392,0.303,0.021
19,1599347587,11.0.0.142,UpdateGen,3318286,3.579687500005093,37.207011328,0.3120563,7.1202965,3261.0,6.335672168,0.959,0.031
21,1599347647,11.0.0.142,UpdateGen,4059538,3.0953124999905413,37.2071424,0.3121542,7.8733087,3601.0,7.040588,0.959,0.031
