,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599465000,11.0.0.92,UpdateGen,223253,3.6234375000640426,5.558984703999999,0.46213390000000004,11.366252800000002,100.0,0.195822064,0.06,0.009
3,1599465060,11.0.0.92,UpdateGen,1350542,6.357812499954861,20.827103232,0.5617481999999999,11.438520800000001,464.0,0.951221152,0.06,0.009
5,1599465120,11.0.0.92,UpdateGen,2475166,4.776562500064756,30.793424896,0.4698408,11.3828704,793.0,1.713293088,0.215,0.024
7,1599465180,11.0.0.92,UpdateGen,3595941,3.4828125000058208,30.794211328,0.3887253,11.477753300000002,1138.0,2.47420104,0.215,0.024
9,1599465240,11.0.0.92,UpdateGen,4720201,3.7437499999396096,39.217422336,0.3905375,11.5286079,1468.0,3.236326848,0.215,0.024
11,1599465300,11.0.0.92,UpdateGen,5849586,3.8171875001171287,54.28441088,0.43098840000000005,11.4884335,1808.0,4.011651048,0.215,0.024
13,1599465360,11.0.0.92,UpdateGen,6978163,4.185937500024025,60.525993984,0.4513652,11.4833385,2163.0,4.773904504,0.935,0.034
15,1599465420,11.0.0.92,UpdateGen,8102277,4.921875000109125,60.526125056,0.49106540000000004,11.497025,2519.0,5.469678528,0.935,0.034
17,1599465480,11.0.0.92,UpdateGen,9224752,5.806250000005107,60.526125056,0.5414405,11.427131900000001,2873.0,6.194059464,0.935,0.034
19,1599465540,11.0.0.92,UpdateGen,10345791,4.721875000032014,60.526125056,0.48440809999999995,11.3790719,3243.0,6.94440996,0.935,0.034
21,1599465600,11.0.0.92,UpdateGen,11458667,3.08281249996071,60.5263872,0.3950491,11.5981814,3587.0,7.68233604,1.607,0.043
23,1599465660,11.0.0.92,UpdateGen,12586180,2.932812499930151,60.224462848,0.39600070000000004,11.3815137,3914.0,8.4419814,1.607,0.043
25,1599465720,11.0.0.92,UpdateGen,13706693,3.115625000064014,60.224528383999996,0.4017865,11.3396138,4257.0,9.208265208,1.607,0.043
27,1599465780,11.0.0.92,UpdateGen,14832619,3.346874999933789,60.526583808,0.4241763,11.514752,4587.0,9.9382594,1.607,0.043
29,1599465840,11.0.0.92,UpdateGen,15960002,2.9968750000262077,74.485293056,0.3972299,11.5674914,4923.0,10.691618456,1.607,0.043
31,1599465900,11.0.0.92,UpdateGen,17095208,3.9812500000152795,78.243454976,0.4432647,11.443230300000002,5259.0,11.441992112,2.089,0.058
33,1599465960,11.0.0.92,UpdateGen,18223402,3.4968749998915882,78.243520512,0.4279388,11.510766199999999,5600.0,12.17825276,2.089,0.058
