,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1598991547,11.0.0.230,UpdateGen,0,0.9109375000116415,5.513633792,0.0842417,1.9005085,11.0,0.019735296,0.104,0.01
2,1598991607,11.0.0.230,UpdateGen,147700,1.210937500009095,5.52595456,0.1106458,3.0292611000000003,284.0,0.568766048,0.104,0.01
4,1598991667,11.0.0.230,UpdateGen,396552,1.449999999990709,8.009441279999999,0.16177070000000002,4.1997263,629.0,1.237648704,0.104,0.01
6,1598991727,11.0.0.230,UpdateGen,758809,1.8140624999977888,12.90897408,0.2073357,5.306582,961.0,1.9361878,0.104,0.01
8,1598991787,11.0.0.230,UpdateGen,1235269,2.918750000001154,17.909895168,0.2755633,6.4230187999999995,1305.0,2.617402704,0.261,0.024
10,1598991847,11.0.0.230,UpdateGen,1823421,2.346875000005184,17.910812672,0.2815873,7.6212999,1647.0,3.284443336,0.261,0.024
12,1598991907,11.0.0.230,UpdateGen,2525114,2.6984374999938012,22.7767296,0.3277578,8.782056599999999,1976.0,3.948572432,0.261,0.024
14,1598991967,11.0.0.230,UpdateGen,3341618,3.00312500000247,33.682378752,0.3825732,9.8999628,2308.0,4.577640824,0.261,0.024
16,1598992027,11.0.0.230,UpdateGen,4271199,4.068750000012628,46.23239168,0.4502605,10.9563938,2640.0,5.242328128,0.261,0.024
18,1598992087,11.0.0.230,UpdateGen,5309496,6.159375000004246,55.191818239999996,0.5359634,12.057944699999998,2975.0,5.918932576,0.829,0.032
20,1598992147,11.0.0.230,UpdateGen,6454176,7.417187500004729,55.191818239999996,0.6334378,12.7704509,3334.0,6.683090016,0.829,0.032
22,1598992207,11.0.0.230,UpdateGen,7683091,4.478125000000546,55.191883776,0.5501098000000001,14.1930667,3717.0,7.401992624,0.829,0.032
24,1598992267,11.0.0.230,UpdateGen,9010261,4.809375000004351,58.983600128,0.5666399,15.2132739,4075.0,8.127997672,1.497,0.044
26,1598992327,11.0.0.230,UpdateGen,10466782,5.087499999988282,60.82922496,0.619862,16.3268865,4419.0,8.85851944,1.497,0.044
28,1598992387,11.0.0.230,UpdateGen,12043583,5.273437500025025,60.829290496,0.6798003,17.7598355,4767.0,9.557963296,1.497,0.044
30,1598992447,11.0.0.230,UpdateGen,13732992,5.481249999991206,63.916429312,0.6902303000000001,18.87333,5102.0,10.263737304,1.497,0.044
