,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1598990647,11.0.0.225,UpdateGen,259314,1.1828124999988177,6.734852096,0.09994019999999999,3.0417598,468.0,0.953798736,0.067,0.008
3,1598990707,11.0.0.225,UpdateGen,527344,1.3921875000164903,10.862702592,0.1261412,3.7893085,794.0,1.675637488,0.067,0.008
5,1598990767,11.0.0.225,UpdateGen,871020,1.7843749999997272,15.896326144000001,0.1618265,4.5262169000000005,1128.0,2.387615864,0.067,0.008
7,1598990827,11.0.0.225,UpdateGen,1289414,2.8046874999995595,21.836058624,0.24171179999999998,5.2554844,1451.0,3.115702648,0.067,0.008
9,1598990887,11.0.0.225,UpdateGen,1779770,2.6890624999987125,24.051240959999998,0.2525347,6.0301483,1786.0,3.841480008,0.235,0.022
11,1598990947,11.0.0.225,UpdateGen,2346540,2.137500000010263,24.051699711999998,0.2204474,6.8383252,2121.0,4.54323552,0.235,0.022
13,1598991007,11.0.0.225,UpdateGen,2990512,2.2437500000023363,25.79712,0.2507122,7.615138900000001,2448.0,5.224360384,0.235,0.022
15,1598991067,11.0.0.225,UpdateGen,3714024,4.268750000012446,35.69600512,0.2744412,8.2990998,2775.0,5.878647072,0.235,0.022
17,1598991127,11.0.0.225,UpdateGen,4510444,3.948437500011977,46.601326592,0.31214970000000003,9.058506099999999,3105.0,6.507245312,0.235,0.022
19,1598991187,11.0.0.225,UpdateGen,5374498,4.1390625000099135,48.4135936,0.4057942,9.803379199999998,3449.0,7.191731624,0.967,0.032
21,1598991247,11.0.0.225,UpdateGen,6315948,4.599999999993557,48.413855744,0.4358031,10.5339417,3808.0,7.916083112,0.967,0.032
