,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599335707,11.0.0.156,UpdateGen,0,0.5921874999876309,5.5136993279999995,0.0196109,0.2007921,1.0,0.000134144,0.078,0.01
2,1599335767,11.0.0.156,UpdateGen,12150,0.8640625000225839,5.526347776,0.049324099999999996,0.8916083,232.0,0.4766396,0.078,0.01
4,1599335827,11.0.0.156,UpdateGen,61008,0.8249999999680142,5.594308608,0.0747642,1.6601704,556.0,1.138629792,0.219,0.023
6,1599335887,11.0.0.156,UpdateGen,185211,0.9140625000236327,5.594701824,0.0904894,2.4377218,890.0,1.782779856,0.219,0.023
8,1599335947,11.0.0.156,UpdateGen,384938,1.0906250000425501,7.340056576,0.1047055,3.2290053,1213.0,2.418736944,0.219,0.023
10,1599336007,11.0.0.156,UpdateGen,660703,1.7031249999945288,11.400667136000001,0.1244976,3.9591405,1544.0,3.01009188,0.219,0.023
12,1599336067,11.0.0.156,UpdateGen,1012524,2.2749999999905555,16.434356224,0.15801220000000002,4.7214686,1871.0,3.651043224,0.219,0.023
14,1599336127,11.0.0.156,UpdateGen,1438993,2.4515625000185395,23.649345536000002,0.2310603,5.5030807,2201.0,4.29169656,0.557,0.032
16,1599336187,11.0.0.156,UpdateGen,1939799,2.5031250000393044,23.64993536,0.2448483,6.2741742,2547.0,4.96655144,0.557,0.032
18,1599336247,11.0.0.156,UpdateGen,2512946,2.0343749999847347,23.650131968,0.2320101,7.0612398,2883.0,5.658652368,0.557,0.032
20,1599336307,11.0.0.156,UpdateGen,3163848,2.321875000025102,25.797615615999998,0.2630505,7.819391400000001,3222.0,6.314812824,0.557,0.032
22,1599336367,11.0.0.156,UpdateGen,3891244,2.5859374999618154,35.964870656,0.28409140000000005,8.6290045,3562.0,6.981551104,0.557,0.032
24,1599336427,11.0.0.156,UpdateGen,4694991,2.7953125000021544,48.145129472,0.3241805,9.385786300000001,3908.0,7.572111056,1.051,0.042
26,1599336487,11.0.0.156,UpdateGen,5572481,4.632812499994529,48.145195008,0.4402672,10.1711452,4243.0,8.241315136,1.051,0.042
