,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599269287,11.0.0.3,UpdateGen,32402,0.514062499969441,5.526761472,0.0381215,0.6546913000000001,412.0,0.8237468,0.174,0.011
3,1599269347,11.0.0.3,UpdateGen,156172,0.8328124999843425,5.628080128000001,0.073354,1.8000526000000001,759.0,1.483615288,0.174,0.011
5,1599269407,11.0.0.3,UpdateGen,393058,1.0999999999876309,8.984113152,0.09776939999999999,2.9560554,1089.0,2.085440792,0.174,0.011
7,1599269467,11.0.0.3,UpdateGen,743608,1.4312499999959982,13.950889984,0.13902779999999998,4.1177478,1419.0,2.66164036,0.174,0.011
9,1599269527,11.0.0.3,UpdateGen,1207330,1.9093750000047436,18.04498944,0.1776485,5.2048561,1753.0,3.312121712,0.332,0.021
11,1599269587,11.0.0.3,UpdateGen,1782634,3.043749999969819,18.045513728,0.2750181,6.4005931,2094.0,3.964505432,0.332,0.021
13,1599269647,11.0.0.3,UpdateGen,2472141,2.2968750000745786,23.14631168,0.2534316,7.5900186,2430.0,4.616178952,0.332,0.021
15,1599269707,11.0.0.3,UpdateGen,3276209,2.5843749999058048,33.917677567999995,0.30176359999999997,8.7345315,2777.0,5.212194856,0.332,0.021
17,1599269767,11.0.0.3,UpdateGen,4193428,2.9328125000301952,45.963849728,0.33370079999999996,9.933460199999999,3124.0,5.87649532,0.332,0.021
19,1599269827,11.0.0.3,UpdateGen,5219283,3.260937500044747,52.507029504,0.3869783,10.952523,3460.0,6.550991988,0.96,0.029
21,1599269887,11.0.0.3,UpdateGen,6354050,4.940625000017448,52.507291648,0.4922132,12.0636692,3801.0,7.206105788,0.96,0.029
23,1599269947,11.0.0.3,UpdateGen,7563383,5.957812500018903,52.507291648,0.5478396999999999,12.565304,4172.0,7.887816564,0.96,0.029
25,1599270007,11.0.0.3,UpdateGen,8883796,4.2375000000265715,57.943109631999995,0.5057488,14.4495863,4527.0,8.576993988,0.96,0.029
27,1599270067,11.0.0.3,UpdateGen,10335086,5.246875000029831,60.728127488,0.5716745,14.9838045,4870.0,9.213470948,1.556,0.037
29,1599270127,11.0.0.3,UpdateGen,11905482,4.4859374999487045,60.728455168,0.5522434,16.7040461,5211.0,9.854469196,1.556,0.037
31,1599270187,11.0.0.3,UpdateGen,13605083,4.800000000041109,61.835816959999995,0.5869885,17.8035016,5548.0,10.504792196,1.556,0.037
33,1599270247,11.0.0.3,UpdateGen,15420702,5.435937499942156,85.525311488,0.6364095,19.0532269,5875.0,11.20775042,1.556,0.037
35,1599270307,11.0.0.3,UpdateGen,17348995,5.992187500060041,110.724755456,0.694535,20.154431600000002,6215.0,11.904046196,1.556,0.037
37,1599270367,11.0.0.3,UpdateGen,19385920,5.478124999981446,114.41580851200001,0.7247522,21.2809134,6552.0,12.576639372,2.072,0.052
39,1599270427,11.0.0.3,UpdateGen,21522109,7.195312500007304,114.41580851200001,0.8300784,22.122940399999997,6897.0,13.254623396,2.072,0.052
41,1599270487,11.0.0.3,UpdateGen,23638941,9.80312499998945,114.416201728,0.9150121,21.1882098,7272.0,13.852903044,2.072,0.052
43,1599270547,11.0.0.3,UpdateGen,26010721,6.620312500026543,114.4163328,0.8424526,24.8132718,7617.0,14.59467818,2.072,0.052
45,1599270607,11.0.0.3,UpdateGen,28505929,7.696875000019645,144.313462784,0.9568547,25.8201507,7954.0,15.359970404,2.072,0.052
47,1599270667,11.0.0.3,UpdateGen,31110737,7.2749999999541615,148.876865536,0.9940652,27.1170498,8292.0,16.094826884,2.812,0.068
49,1599270727,11.0.0.3,UpdateGen,33841845,7.606250000008018,148.876865536,1.0047827,28.2751771,8633.0,16.851950596,2.812,0.068
51,1599270787,11.0.0.3,UpdateGen,36614109,9.834375000027663,148.876865536,1.166209,28.4252129,8981.0,17.540537348,2.812,0.068
53,1599270847,11.0.0.3,UpdateGen,39516680,7.984375000005457,148.876865536,1.0493194,30.5150343,9332.0,18.191189164,2.812,0.068
