,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1598977267,11.0.0.18,UpdateGen,243660,1.1234375000117325,5.52722432,0.1210143,3.4030435,411.0,0.81633908,0.212,0.011
2,1598977327,11.0.0.18,UpdateGen,770370,2.1984374999988034,11.802492928000001,0.27447279999999996,7.111815,745.0,1.488169208,0.212,0.011
4,1598977387,11.0.0.18,UpdateGen,1674540,3.2875000000012875,23.244881919999997,0.44828470000000004,10.9425773,1087.0,2.151716416,0.212,0.011
6,1598977447,11.0.0.18,UpdateGen,2953000,4.128124999983797,40.25769984,0.5819009,14.6350857,1418.0,2.8664518,0.212,0.011
8,1598977507,11.0.0.18,UpdateGen,4547260,9.820312500005457,54.921904128,0.8070697,17.3656312,1769.0,3.56888736,0.404,0.024
10,1598977567,11.0.0.18,UpdateGen,6424070,11.985937500003288,54.92236288,0.9360495999999999,20.019136399999997,2131.0,4.1709448,0.404,0.024
12,1598977627,11.0.0.18,UpdateGen,8695060,7.676562500000728,61.130391552000006,0.9330586,25.757175399999998,2492.0,4.774638424,1.508,0.038
14,1598977687,11.0.0.18,UpdateGen,11463323,8.167187500000637,61.130981376,1.0937092,29.840773600000002,2825.0,5.489759104,1.508,0.038
16,1598977747,11.0.0.18,UpdateGen,14618743,8.751562499996908,61.130981376,1.2116227,33.5631651,3164.0,6.228713296,2.136,0.048
18,1598977807,11.0.0.18,UpdateGen,18155423,10.578125000006366,67.170844672,1.4668755,37.1899272,3508.0,6.958381792,2.136,0.048
20,1598977867,11.0.0.18,UpdateGen,22073003,12.02812499999709,116.83140403200001,1.6210296000000002,41.1571449,3846.0,7.634925688,2.136,0.048
22,1598977927,11.0.0.18,UpdateGen,26364595,12.66718749999653,171.3238016,1.655769,44.9499981,4190.0,8.2788496,2.136,0.048
24,1598977987,11.0.0.18,UpdateGen,31039565,14.351562499994074,202.797924352,1.6627558,48.6678059,4538.0,8.910831056,2.496,0.059
26,1598978047,11.0.0.18,UpdateGen,35977796,13.75312500000291,202.798055424,1.9219465,52.465642,4906.0,9.476340304,2.496,0.059
