,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599574927,11.0.0.17,UpdateGen,9352,0.4343750000043656,5.524905984,0.0191378,0.20032039999999998,186.0,0.376484432,0.157,0.011
2,1599574987,11.0.0.17,UpdateGen,46995,0.4859375000159929,5.526609919999999,0.036869599999999995,0.5917726,508.0,1.05499352,0.157,0.011
4,1599575047,11.0.0.17,UpdateGen,159726,0.6796874999599538,6.097559552,0.069039,1.3568141999999999,830.0,1.773777768,0.157,0.011
6,1599575107,11.0.0.17,UpdateGen,347161,0.8593749999636202,8.815796224,0.0856665,2.113692,1148.0,2.521271816,0.157,0.011
8,1599575167,11.0.0.17,UpdateGen,610188,1.0499999999046992,12.607901696,0.1000568,2.8909222000000003,1480.0,3.264836648,0.157,0.011
10,1599575227,11.0.0.17,UpdateGen,948091,2.020312499935258,14.756106240000001,0.17148,3.599401,1827.0,3.991813552,0.356,0.024
12,1599575287,11.0.0.17,UpdateGen,1360747,2.3125000000982396,14.756499456,0.205035,4.382049599999999,2167.0,4.759471192,0.356,0.024
14,1599575347,11.0.0.17,UpdateGen,1848696,1.7640625000604047,18.649468928,0.18879,5.2216276,2497.0,5.504405608,0.356,0.024
16,1599575407,11.0.0.17,UpdateGen,2414514,1.954687500037835,26.434490368,0.2202019,5.97618,2836.0,6.21957852,0.356,0.024
18,1599575467,11.0.0.17,UpdateGen,3055593,2.198437500064742,35.024621568,0.2607601,6.7920882,3166.0,6.911099824,0.356,0.024
20,1599575527,11.0.0.17,UpdateGen,3768050,2.4921874999745626,37.944184832000005,0.29097409999999996,7.4730376,3508.0,7.645064192,1.008,0.035
22,1599575587,11.0.0.17,UpdateGen,4556955,4.357812499984021,37.944184832000005,0.3803362,8.2358865,3847.0,8.371268104,1.008,0.035
24,1599575647,11.0.0.17,UpdateGen,5417752,5.084374999951265,37.944184832000005,0.42375490000000005,8.9879556,4192.0,9.153693112,1.008,0.035
26,1599575707,11.0.0.17,UpdateGen,6356639,3.067187500000742,44.11820032000001,0.34404070000000003,9.7745253,4532.0,9.892925056,1.008,0.035
28,1599575767,11.0.0.17,UpdateGen,7373719,4.628124999944717,57.607081984000004,0.3814635,10.5483762,4861.0,10.639655192,1.548,0.046
30,1599575827,11.0.0.17,UpdateGen,8457359,4.3703124999774445,60.291633152,0.43128120000000003,11.226156900000001,5196.0,11.39393604,1.548,0.046
32,1599575887,11.0.0.17,UpdateGen,9615480,3.7796874999730647,60.291698688000004,0.42796140000000005,11.9777266,5521.0,12.133381272,1.548,0.046
34,1599575947,11.0.0.17,UpdateGen,10839927,3.451562500013111,60.291764224000005,0.4220742,12.8134519,5860.0,12.83009204,1.548,0.046
36,1599576007,11.0.0.17,UpdateGen,12154748,4.328317168339936,63.177510912,0.4614112588741126,13.677386661333868,6195.0,13.528136456,1.548,0.046
38,1599576067,11.0.0.17,UpdateGen,13545278,5.667187499930165,81.53211289599999,0.4845937,14.2096776,6528.0,14.28298396,2.144,0.059
40,1599576127,11.0.0.17,UpdateGen,15009904,4.23124999997529,85.458046976,0.4838195,15.1889255,6868.0,15.056937552,2.144,0.059
42,1599576187,11.0.0.17,UpdateGen,16546941,4.542187499955617,85.45817804800001,0.5050055999999999,15.821779800000002,7194.0,15.801503656,2.144,0.059
44,1599576247,11.0.0.17,UpdateGen,18133054,5.842187500020373,85.458243584,0.5965085,16.4391971,7537.0,16.510406488,2.144,0.059
46,1599576307,11.0.0.17,UpdateGen,19797539,4.771874999987631,85.45830912000001,0.5435171999999999,17.2463262,7857.0,17.216457304,2.144,0.059
48,1599576367,11.0.0.17,UpdateGen,21537293,6.929687500105501,104.483672064,0.6359793,17.9800112,8183.0,17.960319736,2.652,0.072
50,1599576427,11.0.0.17,UpdateGen,23368447,5.062499999967244,109.047074816,0.5927679,18.876965100000003,8509.0,18.640980224,2.652,0.072
52,1599576487,11.0.0.17,UpdateGen,25275407,5.410937500073487,109.047140352,0.6485233,19.4908113,8851.0,19.326407296,2.652,0.072
54,1599576547,11.0.0.17,UpdateGen,27263992,6.150000000070563,109.047205888,0.7146075,20.4597835,9198.0,20.0718604,2.652,0.072
56,1599576607,11.0.0.17,UpdateGen,29315657,5.571874999968742,109.047205888,0.6953718000000001,21.050286800000002,9551.0,20.819271536,2.652,0.072
58,1599576667,11.0.0.17,UpdateGen,31442789,8.123437500016735,128.273895424,0.8033656,22.0117162,9884.0,21.544937584,3.244,0.084
60,1599576727,11.0.0.17,UpdateGen,33650645,6.007812499974534,133.877551104,0.7590816,22.6881554,10214.0,22.232538664,3.244,0.084
62,1599576787,11.0.0.17,UpdateGen,35941024,6.135937500075684,133.877551104,0.7672253,23.4576348,10552.0,22.887450392,3.244,0.084
64,1599576847,11.0.0.17,UpdateGen,38320175,6.760937500075656,133.877551104,0.8094891999999999,24.2771623,10889.0,23.59814616,3.244,0.084
66,1599576907,11.0.0.17,UpdateGen,40741114,7.370312499915613,133.87794432,0.8976285,24.729092899999998,11247.0,24.307854512,3.244,0.084
68,1599576967,11.0.0.17,UpdateGen,43252479,7.762500000062616,151.695347712,0.9492393,25.617059100000002,11592.0,25.04725688,3.964,0.096
70,1599577027,11.0.0.17,UpdateGen,45837633,7.253125000024738,158.372745216,0.9386055999999999,26.5724417,11930.0,25.778244608,3.964,0.096
72,1599577087,11.0.0.17,UpdateGen,48505049,7.075000000058921,158.372745216,0.8567299,27.1800658,12263.0,26.461449184,3.964,0.096
