,time,metric.instance,metric.Router,Raphtory_Router_Output_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599574927,11.0.0.10,2,7137,0.7437500000105501,5.595004928000001,0.0626202,0.2567246,442.0,5.896393152000001,0.218,0.021
1,1599574927,11.0.0.11,3,6981,0.46874999990905053,5.595418624000001,0.0600095,0.2447375,450.0,6.079639808,0.353,0.029
2,1599574927,11.0.0.8,0,7206,0.5406250000305732,5.595025408000001,0.0646425,0.26458109999999996,441.0,5.26306056,0.292,0.024
3,1599574927,11.0.0.9,1,6738,0.45937499997307896,5.595287552,0.0589006,0.24545979999999998,460.0,5.56773152,0.247,0.021
4,1599574987,11.0.0.10,2,35362,0.4374999999799627,5.596184576000001,0.175781,0.7415905,1003.0,6.271571735999999,0.218,0.021
5,1599574987,11.0.0.11,3,35173,0.5359375000261792,5.596532736,0.181295,0.7657083,1040.0,6.516909752,0.353,0.029
6,1599574987,11.0.0.8,0,35356,0.5421874999956344,5.5962050560000005,0.2371133,1.0153851,1014.0,5.69555452,0.292,0.024
7,1599574987,11.0.0.9,1,35146,0.4912008798781926,5.596401664,0.1942098790120988,0.8236100389961004,1060.0,5.978730088000001,0.247,0.021
8,1599575047,11.0.0.10,2,119414,0.5890624999483691,7.375159296,0.3790947,1.6076226,1935.0,7.246623727999999,0.218,0.021
9,1599575047,11.0.0.11,3,119873,0.6546875000185679,7.0734520320000005,0.39639759999999996,1.696721,2001.0,7.511711588,0.353,0.029
10,1599575047,11.0.0.8,0,120095,0.7296875000793221,6.704091136,0.4421323,1.9037035,1981.0,6.747684231999999,0.292,0.024
11,1599575047,11.0.0.9,1,119927,0.674999999973835,6.8385054720000005,0.412189,1.7690222,1987.0,6.841028039999999,0.247,0.021
12,1599575107,11.0.0.10,2,259229,0.7906250000269353,11.737628672000001,0.5974117,2.5343802,2960.0,8.66728124,0.218,0.021
13,1599575107,11.0.0.11,3,261010,0.9000000000196451,11.200974848,0.5968553000000001,2.5960628,3082.0,8.979816544,0.353,0.029
14,1599575107,11.0.0.8,0,260109,0.9906250000312866,11.066494976,0.6520529,2.8189856,3043.0,8.288178224,0.292,0.024
15,1599575107,11.0.0.9,1,261458,0.9099090091005451,11.234463744000001,0.6116489351064893,2.632886211378862,2990.0,8.148027788,0.247,0.021
16,1599575167,11.0.0.10,2,456669,0.9968750000007134,17.543593984,0.8156251999999999,3.4844543999999997,4112.0,10.477020332,0.218,0.021
17,1599575167,11.0.0.11,3,458367,1.0484374999941792,17.074049024,0.7999423,3.5150759,4288.0,10.834994012,0.353,0.029
18,1599575167,11.0.0.8,0,456342,1.14062500004367,16.872525824,0.8607832,3.7320902,4193.0,10.142792664,0.292,0.024
19,1599575167,11.0.0.9,1,459801,1.0427082291567018,17.107800064,0.8282773722627738,3.577417158284172,4069.0,9.84931388,0.247,0.021
20,1599575227,11.0.0.10,2,710204,1.4531250000254516,22.610837504,1.0207995,4.3955638,5342.0,12.90933502,0.48,0.034
21,1599575227,11.0.0.11,3,711337,1.8593749999763247,22.67809792,1.0307728,4.456619900000001,5514.0,13.40110862,0.707,0.039
22,1599575227,11.0.0.8,0,709617,2.642187500077881,22.946402304,1.0930326000000001,4.6869607,5409.0,12.702195088,0.654,0.037
23,1599575227,11.0.0.9,1,714019,1.5957779222113828,23.617818624,1.0403140685931407,4.486197080291971,5299.0,12.247298272,0.549,0.032
