,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599519540,11.0.0.52,UpdateGen,309784,6.882812499934516,8.144400383999999,0.7617916,19.1879041,92.0,0.14873132,0.398,0.02
3,1599519600,11.0.0.52,UpdateGen,2186802,10.881250000111322,33.747152895999996,0.7041421999999999,18.9939758,432.0,0.909995656,0.398,0.02
5,1599519660,11.0.0.52,UpdateGen,4057675,10.20624999999201,59.148644352000005,0.7588585999999999,16.5035652,782.0,1.734483208,0.752,0.033
7,1599519720,11.0.0.52,UpdateGen,5764889,8.332812499993452,60.928077824,0.793011,18.5899848,1191.0,2.319691344,0.752,0.033
9,1599519780,11.0.0.52,UpdateGen,7508684,6.742187500021828,60.929257472,0.7343396999999999,19.1953115,1577.0,2.90748164,0.752,0.033
11,1599519840,11.0.0.52,UpdateGen,9362512,6.456250000028376,60.930043904,0.75506,18.9749137,1914.0,3.603678296,1.592,0.044
13,1599519900,11.0.0.52,UpdateGen,11242347,6.671874999810797,60.93043712,0.7671931,19.1941786,2234.0,4.320601232,1.592,0.044
15,1599519960,11.0.0.52,UpdateGen,13124020,6.7687500001193115,67.373019136,0.760612,19.100861899999998,2575.0,5.067958832,1.592,0.044
17,1599520020,11.0.0.52,UpdateGen,15003839,6.662500000002183,92.907941888,0.7554716,19.172920899999998,2926.0,5.822835184,1.592,0.044
19,1599520080,11.0.0.52,UpdateGen,16887371,6.462500000015993,118.476419072,0.820565,19.1703408,3267.0,6.603472128,1.592,0.044
21,1599520140,11.0.0.52,UpdateGen,18771462,6.029687500031272,131.05946214399998,0.7172001,19.1948566,3607.0,7.37362664,2.172,0.056
23,1599520200,11.0.0.52,UpdateGen,20653874,5.942187500004366,131.05946214399998,0.7129382,19.074286899999997,3935.0,8.091462448,2.172,0.056
25,1599520260,11.0.0.52,UpdateGen,22534145,5.9046875000058066,131.059593216,0.6921472,19.1284167,4272.0,8.782284696,2.172,0.056
27,1599520320,11.0.0.52,UpdateGen,24410154,6.103124999972337,131.059920896,0.7134706,19.018943699999998,4600.0,9.50857984,2.172,0.056
29,1599520380,11.0.0.52,UpdateGen,26289154,6.232812500038563,131.059986432,0.7712445,19.0118155,4923.0,10.196681616,2.172,0.056
31,1599520440,11.0.0.52,UpdateGen,28166469,6.593749999938169,130.959388672,0.7616461999999999,19.071972,5254.0,10.92367692,3.04,0.072
33,1599520500,11.0.0.52,UpdateGen,30041469,6.087500000139713,130.959388672,0.7166588,19.0854603,5596.0,11.622949872,3.04,0.072
35,1599520560,11.0.0.52,UpdateGen,31914209,6.039062500021828,130.959454208,0.7167603,19.075806399999998,5931.0,12.345223632,3.04,0.072
37,1599520620,11.0.0.52,UpdateGen,33787509,6.120312500061104,130.959519744,0.6847856999999999,19.0700508,6269.0,13.04476484,3.04,0.072
39,1599520680,11.0.0.52,UpdateGen,35666509,6.182812499955645,130.95958528,0.7160928000000001,19.0198888,6606.0,13.776296904,3.04,0.072
41,1599520740,11.0.0.52,UpdateGen,37544061,6.2515624999832795,130.35567104,0.728208,19.1037965,6934.0,14.46851196,3.664,0.085
43,1599520800,11.0.0.52,UpdateGen,39424361,6.707812499935258,130.355736576,0.7599259,19.0747745,7269.0,15.213403792,3.664,0.085
45,1599520860,11.0.0.52,UpdateGen,41305061,6.896875000111308,130.35586764800001,0.7621038,19.0708754,7604.0,15.965185608,3.664,0.085
47,1599520920,11.0.0.52,UpdateGen,43186926,6.293750000095329,130.35586764800001,0.7376344,19.1062641,7927.0,16.709670568,3.664,0.085
49,1599520980,11.0.0.52,UpdateGen,45069026,6.023437499879918,130.35586764800001,0.6963125,19.061891399999997,8253.0,17.446009928,3.664,0.085
51,1599521040,11.0.0.52,UpdateGen,46948926,6.182812500028362,130.59074867200002,0.7125857,19.0095374,8577.0,18.1596306,4.236,0.099
53,1599521100,11.0.0.52,UpdateGen,48828626,6.260937499973821,130.590814208,0.7229441999999999,19.030155399999998,8910.0,18.861182184,4.236,0.099
55,1599521160,11.0.0.52,UpdateGen,50707764,6.07812499994904,130.590814208,0.7157828,18.960691100000002,9238.0,19.52328548,4.236,0.099
57,1599521220,11.0.0.52,UpdateGen,52580098,6.674999999977473,130.590814208,0.7410646999999999,19.0193905,9563.0,20.253562424,4.236,0.099
59,1599521280,11.0.0.52,UpdateGen,54454798,5.954687500034211,130.590814208,0.7321886,18.9412618,9901.0,20.968356984,4.236,0.099
61,1599521340,11.0.0.52,UpdateGen,56325598,6.132812500072774,130.28882432,0.7019505,19.0270862,10234.0,21.680449912,4.644,0.112
63,1599521400,11.0.0.52,UpdateGen,58201398,6.298437500063315,130.289086464,0.7150568,19.0494765,10565.0,22.393624872,4.644,0.112
65,1599521460,11.0.0.52,UpdateGen,60077672,6.371875000004366,130.289152,0.7233535999999999,19.0509771,10908.0,23.161346712,4.644,0.112
67,1599521520,11.0.0.52,UpdateGen,61958950,6.092187499998559,130.289152,0.7278183,18.999492,11244.0,23.88277336,4.644,0.112
69,1599521580,11.0.0.52,UpdateGen,63842050,6.543750000018932,130.289152,0.8033131,19.0263054,11580.0,24.57274548,4.644,0.112
71,1599521640,11.0.0.52,UpdateGen,65635250,6.120312500042914,129.148366848,0.7494261999999999,19.1956784,11929.0,25.238185704,5.176,0.135
73,1599521700,11.0.0.52,UpdateGen,67520850,6.0093749999396096,129.148366848,0.6922036,18.8832937,12256.0,25.96580004,5.176,0.135
75,1599521760,11.0.0.52,UpdateGen,69400850,6.079687500005079,129.14843238400002,0.7160455,18.768049899999998,12584.0,26.678445384,5.176,0.135
