,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1598999047,11.0.0.119,UpdateGen,235128,1.1406249999845244,6.265024512,0.097089,2.2750738,447.0,0.9056336,0.16,0.012
3,1598999107,11.0.0.119,UpdateGen,495704,1.3062500000045958,10.057068544000002,0.1230844,3.0218439,786.0,1.612072584,0.16,0.012
5,1598999167,11.0.0.119,UpdateGen,833036,1.4499999999975586,14.956548095999999,0.1521668,3.7945352000000003,1119.0,2.386564504,0.16,0.012
7,1598999227,11.0.0.119,UpdateGen,1244908,2.340624999990254,20.158140416000002,0.213609,4.540385,1456.0,3.116565192,0.338,0.026
9,1598999287,11.0.0.119,UpdateGen,1730670,3.1218750000039392,20.158926848,0.2477869,5.3027945999999995,1801.0,3.860486824,0.338,0.026
11,1598999347,11.0.0.119,UpdateGen,2291950,2.862499999996558,20.159451136,0.2582098,6.0845418,2140.0,4.593187512,0.338,0.026
13,1598999407,11.0.0.119,UpdateGen,2931406,2.2624999999948017,28.246462464,0.240462,6.8499565,2482.0,5.315470864,0.338,0.026
15,1598999467,11.0.0.119,UpdateGen,3645660,2.371875000003456,38.044684288,0.2590363,7.595011,2825.0,6.02634608,0.338,0.026
17,1598999527,11.0.0.119,UpdateGen,4433250,3.0593750000025466,45.527519232,0.31667090000000003,8.325764099999999,3177.0,6.781953856,1.014,0.038
19,1598999587,11.0.0.119,UpdateGen,5295352,2.9796875000033936,45.527781376,0.3340792,9.080600800000001,3531.0,7.507727336,1.014,0.038
