,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1598981347,11.0.0.80,UpdateGen,210770,1.203125000010914,5.526470656,0.1292268,3.4191877,386.0,0.896165656,0.158,0.014
3,1598981407,11.0.0.80,UpdateGen,705050,2.189062499994648,11.734499328,0.2695674,7.1737098,727.0,1.662869272,0.158,0.014
5,1598981467,11.0.0.80,UpdateGen,1571450,3.392187499998741,23.244259328,0.4383085,11.001548699999999,1065.0,2.407222712,0.158,0.014
7,1598981527,11.0.0.80,UpdateGen,2814880,4.587500000000105,39.350976512,0.5591412,14.8185284,1411.0,3.151901608,0.158,0.014
9,1598981587,11.0.0.80,UpdateGen,4399450,6.298437499995103,50.257412096,0.6759615,17.7405632,1753.0,3.869745864,0.355,0.026
11,1598981647,11.0.0.80,UpdateGen,6260688,10.501562500012355,50.258198528,0.9319495,19.9464574,2118.0,4.508221256,0.355,0.026
13,1598981707,11.0.0.80,UpdateGen,8524840,7.828125000003197,61.19759872,0.9751846999999999,25.6600662,2484.0,5.156112256,1.339,0.033
15,1598981767,11.0.0.80,UpdateGen,11233083,9.271874999997195,61.197729792,1.1660903,29.5213466,2828.0,5.84443432,1.339,0.033
17,1598981827,11.0.0.80,UpdateGen,14132253,10.41093750000526,61.197729792,1.2335201999999998,31.3281669,3193.0,6.400590256,1.975,0.043
19,1598981887,11.0.0.80,UpdateGen,17525725,10.770312500003428,67.875323904,1.4675551,37.4934434,3553.0,7.023369328,1.975,0.043
21,1598981947,11.0.0.80,UpdateGen,21414193,11.562500000006807,118.03919974399999,1.6709314,41.5265435,3892.0,7.737454832,1.975,0.043
23,1598982007,11.0.0.80,UpdateGen,25683930,12.53593749999024,173.370523648,1.6846796000000002,45.2409258,4258.0,8.392099224,1.975,0.043
25,1598982067,11.0.0.80,UpdateGen,30306835,12.842187499995816,202.764402688,1.8332883999999998,48.67985779999999,4624.0,9.05214348,2.419,0.057
27,1598982127,11.0.0.80,UpdateGen,35279636,13.223437500000728,202.76446822399998,1.868846,52.3135944,5006.0,9.608807112,2.419,0.057
29,1598982187,11.0.0.80,UpdateGen,40639706,14.089062500008836,202.76453376,1.9494022,56.383104,5363.0,10.177225728,2.419,0.057
31,1598982247,11.0.0.80,UpdateGen,46403226,14.998437500005366,203.469242368,2.0146276000000003,59.9687385,5713.0,10.705762336,3.499,0.068
