,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1598996167,11.0.0.73,UpdateGen,9840,2.328124999996831,5.518962688,0.0755556,1.5651209,44.0,0.077304512,0.164,0.012
3,1598996227,11.0.0.73,UpdateGen,202700,1.0703125000009095,5.7265152,0.1043646,2.6825987000000002,380.0,0.754711888,0.164,0.012
5,1598996287,11.0.0.73,UpdateGen,542820,1.529687500003547,10.122866688,0.1589072,4.5826071,712.0,1.412492408,0.164,0.012
7,1598996347,11.0.0.73,UpdateGen,1070170,1.8546875000015604,17.2035072,0.2241273,6.425539,1030.0,2.023658992,0.164,0.012
9,1598996407,11.0.0.73,UpdateGen,1787630,2.579687500006017,26.667692032,0.3281747,8.3621935,1365.0,2.66832076,0.164,0.012
11,1598996467,11.0.0.73,UpdateGen,2690265,4.407812499998727,35.09057536,0.45472359999999995,10.1999851,1708.0,3.366503136,0.336,0.025
13,1598996527,11.0.0.73,UpdateGen,3773225,5.043749999997544,35.091099648000004,0.5086102,11.9355399,2055.0,4.061212136,0.336,0.025
15,1598996587,11.0.0.73,UpdateGen,5024370,4.0953124999987125,38.614642688,0.4554163,14.0000015,2407.0,4.755055944,0.336,0.025
17,1598996647,11.0.0.73,UpdateGen,6492545,7.054687499996831,57.606844416,0.5887751,15.415375300000001,2740.0,5.447857208,1.152,0.034
19,1598996707,11.0.0.73,UpdateGen,8088780,5.224999999993557,60.69385216,0.6112029,17.4355371,3103.0,6.118678352,1.152,0.034
21,1598996767,11.0.0.73,UpdateGen,9850525,8.581249999999713,60.693917696,0.8094616,17.6773024,3460.0,6.736201976,1.152,0.034
23,1598996827,11.0.0.73,UpdateGen,11785443,7.360937500006955,60.693917696,0.8533090999999999,20.887749399999997,3826.0,7.372364416,1.804,0.041
25,1598996887,11.0.0.73,UpdateGen,13978043,6.010937500009277,60.693983232,0.8285214000000001,23.3933409,4184.0,8.076772232,1.804,0.041
