,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1598978347,11.0.0.48,UpdateGen,378430,1.259374999995103,8.243556352,0.13882270000000002,3.8293462000000003,508.0,1.05631924,0.104,0.01
3,1598978407,11.0.0.48,UpdateGen,1032490,2.15937500001246,16.968101888,0.29180740000000005,7.504546,839.0,1.7846428,0.104,0.01
5,1598978467,11.0.0.48,UpdateGen,2064830,3.337499999997803,30.72620544,0.47067020000000004,11.3143859,1160.0,2.507455064,0.104,0.01
7,1598978527,11.0.0.48,UpdateGen,3475660,4.175000000009263,49.149104128,0.5737246,15.0965242,1476.0,3.206711296,0.104,0.01
9,1598978587,11.0.0.48,UpdateGen,5077100,9.850000000003547,55.927558144,0.7830741,15.9619899,1850.0,3.759580072,0.278,0.025
11,1598978647,11.0.0.48,UpdateGen,7048350,7.953124999994543,55.928868864,0.8669306,21.6052143,2227.0,4.30660384,0.278,0.025
13,1598978707,11.0.0.48,UpdateGen,9508880,7.907812500004638,61.063155712,1.0368055,25.9377126,2568.0,4.957826208,1.274,0.037
15,1598978767,11.0.0.48,UpdateGen,12318913,9.659374999991996,61.06368,1.1866673,29.1623062,2909.0,5.57516428,1.274,0.037
17,1598978827,11.0.0.48,UpdateGen,15527093,8.873437499992193,61.06368,1.2333281,33.825751700000005,3261.0,6.189897268,1.85,0.064
19,1598978887,11.0.0.48,UpdateGen,19145323,10.837500000006912,87.504769024,1.5661673999999999,37.7292558,3601.0,6.850352436,1.85,0.064
21,1598978947,11.0.0.48,UpdateGen,23212199,12.24843749999765,140.655054848,1.7006138,41.7756927,3964.0,7.556793092,1.85,0.064
23,1598979007,11.0.0.48,UpdateGen,27644285,12.584375000003547,198.40223232,1.9691565,45.3284355,4324.0,8.125711732,1.85,0.064
25,1598979067,11.0.0.48,UpdateGen,32459896,13.44531249999136,202.73088512,1.9364226,49.2512825,4675.0,8.739012028,2.274,0.079
27,1598979127,11.0.0.48,UpdateGen,37630673,13.245312500000594,202.730950656,2.0111272,52.5337692,5009.0,9.365518756,2.274,0.079
29,1598979187,11.0.0.48,UpdateGen,43182856,15.784375000011991,202.731081728,2.2202946,56.814415,5342.0,9.922073316,3.346,0.093
31,1598979247,11.0.0.48,UpdateGen,49139446,15.35312499999462,203.67060582399998,2.3895657000000003,60.2046209,5682.0,10.351170748,3.346,0.093
33,1598979307,11.0.0.48,UpdateGen,55461046,17.170312500011278,203.670736896,2.6215831,64.42197589999999,6018.0,10.692045028,3.346,0.093
