,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599276607,11.0.0.75,UpdateGen,1585,0.39531249995890505,5.520384,0.025164799999999998,0.33035709999999996,61.0,0.1214008,0.135,0.011
3,1599276667,11.0.0.75,UpdateGen,25394,0.7265625000491127,5.526740992,0.06891889999999999,1.4939848999999998,388.0,0.933130848,0.135,0.011
5,1599276727,11.0.0.75,UpdateGen,138988,0.9812500000043798,5.52726528,0.0974205,2.6590975,714.0,1.698974736,0.135,0.011
7,1599276787,11.0.0.75,UpdateGen,367056,1.382812499996362,8.37971968,0.1370221,3.7988842000000003,1060.0,2.501707744,0.135,0.011
9,1599276847,11.0.0.75,UpdateGen,708222,1.7359375000160213,13.145038848,0.18458329999999998,4.8556979,1408.0,3.290582496,0.135,0.011
11,1599276907,11.0.0.75,UpdateGen,1160894,2.3875000000407596,17.641791488,0.2429147,6.0734971,1762.0,4.098267072,0.305,0.026
13,1599276967,11.0.0.75,UpdateGen,1725174,2.3812499999622077,17.642315776,0.2810103,7.229136400000001,2098.0,4.858133936,0.305,0.026
15,1599277027,11.0.0.75,UpdateGen,2401389,2.58437499999674,22.508494848,0.3195033,8.4176424,2430.0,5.56682232,0.305,0.026
17,1599277087,11.0.0.75,UpdateGen,3194375,3.1296874999770807,33.078534143999995,0.36223809999999995,9.5319935,2753.0,6.176372048,0.305,0.026
19,1599277147,11.0.0.75,UpdateGen,4098572,3.664062500001833,45.024108544,0.4178478,10.649263300000001,3085.0,6.7542698,0.305,0.026
21,1599277207,11.0.0.75,UpdateGen,5113317,4.8703124999519645,52.339040256000004,0.4793448,11.6282999,3420.0,7.48150572,0.949,0.037
23,1599277267,11.0.0.75,UpdateGen,6232440,7.090625000000756,52.339040256000004,0.6051772,12.471903699999999,3780.0,8.228042216,0.949,0.037
25,1599277327,11.0.0.75,UpdateGen,7438569,4.446875000003303,52.339105792000005,0.5241292,14.208116,4176.0,8.932063336,0.949,0.037
27,1599277387,11.0.0.75,UpdateGen,8747549,5.526562499999272,57.540173824,0.5743459000000001,14.697673,4539.0,9.660944152,1.665,0.051
29,1599277447,11.0.0.75,UpdateGen,10174953,4.570312500027256,60.761464832,0.5514077,16.337984,4885.0,10.337412904,1.665,0.051
31,1599277507,11.0.0.75,UpdateGen,11749540,4.945312499967287,60.761595904,0.617472,17.3606371,5224.0,11.079617952,1.665,0.051
33,1599277567,11.0.0.75,UpdateGen,13430838,5.931250000012383,61.231423488000004,0.7172335,18.6839091,5618.0,11.850153424,1.665,0.051
35,1599277627,11.0.0.75,UpdateGen,15234488,6.1531249999461295,84.82025472,0.7610575,19.9427615,5980.0,12.603598992,1.665,0.051
37,1599277687,11.0.0.75,UpdateGen,17156101,6.514062500027634,109.851860992,0.7978449,20.8786703,6326.0,13.370126496,2.353,0.067
39,1599277747,11.0.0.75,UpdateGen,19183296,8.82812499999089,114.415591424,0.874504,20.550069699999998,6667.0,14.085189304,2.353,0.067
41,1599277807,11.0.0.75,UpdateGen,21270549,12.218749999983658,114.41565696,0.9012483,18.323180699999998,7001.0,14.768827176,2.353,0.067
43,1599277867,11.0.0.75,UpdateGen,23145131,7.593750000023618,114.415722496,0.9344496,24.288893899999998,7388.0,15.23432792,2.353,0.067
45,1599277927,11.0.0.75,UpdateGen,25221943,7.967187500107684,114.415853568,0.9742206,25.5492815,7779.0,15.755477728,2.353,0.067
47,1599277987,11.0.0.75,UpdateGen,27707912,7.339062500004744,136.69606195199998,0.9766589,26.6567523,8116.0,16.463114496,2.353,0.067
49,1599278047,11.0.0.75,UpdateGen,30299365,7.456249999959269,142.16543436799998,0.917491,27.878255,8445.0,17.215557424,3.017,0.081
51,1599278107,11.0.0.75,UpdateGen,33010899,10.192187499978886,142.16543436799998,1.0050486,23.774430199999998,8786.0,17.978843952,3.017,0.081
