,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599585667,11.0.0.94,UpdateGen,68349,0.6453125000007134,5.52722432,0.051332199999999994,0.9748168,595.0,1.19048416,0.148,0.01
3,1599585727,11.0.0.94,UpdateGen,198444,0.7921875000283478,6.0308684800000005,0.0751238,1.7384536000000002,920.0,1.841060672,0.148,0.01
5,1599585787,11.0.0.94,UpdateGen,404334,1.0750000000371216,9.084649472,0.0960506,2.5173028,1252.0,2.442509104,0.148,0.01
7,1599585847,11.0.0.94,UpdateGen,685184,1.314062500077867,13.749633024,0.118269,3.260337,1582.0,3.015986544,0.298,0.023
9,1599585907,11.0.0.94,UpdateGen,1040889,1.9421875000080036,13.750091776,0.1761745,3.9914053,1916.0,3.644461464,0.298,0.023
11,1599585967,11.0.0.94,UpdateGen,1472618,1.676562500142623,14.052605952,0.17527410000000002,4.8312922,2261.0,4.297158992,0.298,0.023
13,1599586027,11.0.0.94,UpdateGen,1979903,1.7453125000429424,21.267398655999997,0.1914043,5.6078972,2593.0,4.910813376,0.298,0.023
15,1599586087,11.0.0.94,UpdateGen,2562572,2.0968750000065484,29.186441216000002,0.2307587,6.3237621,2931.0,5.541821472,0.298,0.023
17,1599586147,11.0.0.94,UpdateGen,3219718,3.259374999943276,37.205950464000004,0.30674009999999996,7.123513900000001,3271.0,6.2024446,0.866,0.033
19,1599586207,11.0.0.94,UpdateGen,3951747,2.990624999929423,37.205950464000004,0.3208178,7.9062565,3602.0,6.867600712,0.866,0.033
21,1599586267,11.0.0.94,UpdateGen,4756925,5.085937500061817,37.205950464000004,0.4171847,8.6226427,3969.0,7.573424472,0.866,0.033
23,1599586327,11.0.0.94,UpdateGen,5636711,6.084375000027649,37.206016000000005,0.47535679999999997,9.388449900000001,4319.0,8.271398896,0.866,0.033
25,1599586387,11.0.0.94,UpdateGen,6596100,3.185937499965803,48.748806144,0.3866383,10.2191285,4665.0,8.910048288,0.866,0.033
27,1599586447,11.0.0.94,UpdateGen,7629234,3.9968750000116273,60.660760576,0.4334862,10.8709465,5006.0,9.513108528,1.406,0.043
29,1599586507,11.0.0.94,UpdateGen,8726824,4.3203125000581935,60.660760576,0.466051,11.6107543,5339.0,10.163081968,1.406,0.043
31,1599586567,11.0.0.94,UpdateGen,9897827,4.340624999949796,60.660826112,0.47655,12.2945729,5674.0,10.80326664,1.406,0.043
33,1599586627,11.0.0.94,UpdateGen,11136078,3.576562500038577,60.660891648,0.44695559999999995,13.1917917,6040.0,11.482453032,1.406,0.043
35,1599586687,11.0.0.94,UpdateGen,12467912,4.143750000002925,68.71402086399999,0.4920328,14.059370699999999,6367.0,12.089073456,1.406,0.043
37,1599586747,11.0.0.94,UpdateGen,13877974,3.917187499991968,85.021540352,0.5010949,14.8767221,6692.0,12.749948384,2.058,0.061
39,1599586807,11.0.0.94,UpdateGen,15361937,4.12968749989885,85.021868032,0.5397385,15.523527099999999,7019.0,13.381531344,2.058,0.061
41,1599586867,11.0.0.94,UpdateGen,16923510,5.8171875000152795,85.021868032,0.6333732,15.936200099999999,7349.0,14.026324008,2.058,0.061
43,1599586927,11.0.0.94,UpdateGen,18381519,10.57812499997452,85.021999104,0.7465236999999999,14.485836800000001,7723.0,14.585196496,2.058,0.061
45,1599586987,11.0.0.94,UpdateGen,19949960,5.531249999930893,85.760262144,0.6328519,17.8633274,8101.0,15.203722792,2.058,0.061
47,1599587047,11.0.0.94,UpdateGen,21740729,5.029687499991269,105.624551424,0.6002542,18.6110154,8453.0,15.98973048,2.606,0.074
49,1599587107,11.0.0.94,UpdateGen,23605578,5.399999999972366,105.624682496,0.6667098,19.451545399999997,8798.0,16.761778352,2.606,0.074
51,1599587167,11.0.0.94,UpdateGen,25542509,5.378124999970197,105.624682496,0.6453958000000001,20.0085371,9152.0,17.546076048,2.606,0.074
53,1599587227,11.0.0.94,UpdateGen,27535516,11.892187500015993,105.624682496,0.9356475,19.4848122,9496.0,18.28994672,2.606,0.074
55,1599587287,11.0.0.94,UpdateGen,29301989,8.654687499947613,105.624682496,0.8551763,20.2649501,9913.0,18.796756464,2.606,0.074
57,1599587347,11.0.0.94,UpdateGen,31456805,5.923437499968699,129.884602368,0.7367437,22.3916439,10251.0,19.504540632,3.294,0.089
59,1599587407,11.0.0.94,UpdateGen,33687688,6.218750000116415,129.88473344,0.8088907,23.0595262,10597.0,20.241084616,3.294,0.089
61,1599587467,11.0.0.94,UpdateGen,35993175,6.296875000098197,129.88473344,0.8410188000000001,23.7747095,10937.0,21.002655192,3.294,0.089
63,1599587527,11.0.0.94,UpdateGen,38375445,6.840624999913388,129.884798976,0.9622877,24.7052515,11289.0,21.736480528,3.294,0.089
65,1599587587,11.0.0.94,UpdateGen,40828598,7.2937499999897994,129.884798976,0.9490200999999999,25.3863627,11626.0,22.480499152,3.294,0.089
67,1599587647,11.0.0.94,UpdateGen,43363836,7.7062500000465946,157.50035865599997,0.9518469,26.129765199999998,11979.0,23.205395952,3.938,0.1
69,1599587707,11.0.0.94,UpdateGen,45964345,8.129687500131709,157.500424192,1.0261061999999999,26.826778899999997,12327.0,23.852870056,3.938,0.1
71,1599587767,11.0.0.94,UpdateGen,48644853,7.3531250000450825,157.500424192,1.0103147,27.632344399999997,12679.0,24.508905648,3.938,0.1
73,1599587827,11.0.0.94,UpdateGen,51412582,7.567187499917054,157.500424192,1.0535451,28.4364288,13036.0,25.222109736,3.938,0.1
