,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599338827,11.0.0.218,UpdateGen,24291,0.6124999999610736,5.526372352,0.0352188,0.5902771,389.0,0.710384504,0.155,0.008
3,1599338887,11.0.0.218,UpdateGen,107022,0.7906249999723798,5.526962176,0.0679753,1.362242,717.0,1.351221024,0.155,0.008
5,1599338947,11.0.0.218,UpdateGen,265106,0.9250000000247383,6.970195968,0.08780660000000001,2.130037,1041.0,1.971110072,0.155,0.008
7,1599339007,11.0.0.218,UpdateGen,498922,1.0734375000447756,10.393468927999999,0.11244180000000001,2.90888,1370.0,2.613306456,0.155,0.008
9,1599339067,11.0.0.218,UpdateGen,807696,1.6640625000127045,14.186037248,0.1453646,3.6323465,1697.0,3.285522172,0.302,0.022
11,1599339127,11.0.0.218,UpdateGen,1191507,1.8203124999945572,14.186627072,0.1733285,4.423899,2025.0,3.982460108,0.302,0.022
13,1599339187,11.0.0.218,UpdateGen,1651520,1.7515624999942219,15.898427392,0.1871868,5.1987350999999995,2353.0,4.63595706,0.302,0.022
15,1599339247,11.0.0.218,UpdateGen,2185364,1.8343750000531003,22.978871296,0.2201371,6.009185400000001,2680.0,5.247864504,0.302,0.022
17,1599339307,11.0.0.218,UpdateGen,2795203,2.098437499971638,31.09904384,0.2513285,6.7470932999999995,3006.0,5.935582104,0.302,0.022
19,1599339367,11.0.0.218,UpdateGen,3479752,2.5515624999843567,37.54156032,0.2933395,7.5487279,3347.0,6.627041216,0.898,0.035
21,1599339427,11.0.0.218,UpdateGen,4239182,4.390624999950916,37.54156032,0.3996777,8.2974326,3677.0,7.286350748,0.898,0.035
23,1599339487,11.0.0.218,UpdateGen,5071419,5.673437500017798,37.541953536,0.4517917,8.984818,4026.0,7.968833148,0.898,0.035
