,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599334687,11.0.0.137,UpdateGen,17706,0.4499999999825235,5.526372352,0.0234448,0.3033749,322.0,0.71299608,0.154,0.009
2,1599334747,11.0.0.137,UpdateGen,88159,0.6687500000134605,5.526765568,0.0548463,1.0725596000000002,650.0,1.365158368,0.154,0.009
4,1599334807,11.0.0.137,UpdateGen,233893,0.7843749999574356,6.533726208,0.07679230000000001,1.8331404,979.0,2.05460208,0.154,0.009
6,1599334867,11.0.0.137,UpdateGen,455164,1.0906250000425786,9.789161472,0.0965404,2.6049382999999997,1322.0,2.751223048,0.154,0.009
8,1599334927,11.0.0.137,UpdateGen,751705,1.2625000000207507,15.024504832,0.1232659,3.3796967,1645.0,3.4395954,0.311,0.02
10,1599334987,11.0.0.137,UpdateGen,1124676,2.3703124999428837,15.02502912,0.18059979999999998,4.084159,1968.0,4.148340904,0.311,0.02
12,1599335047,11.0.0.137,UpdateGen,1570733,2.2781250000298456,15.025487872,0.2125845,4.8899905,2296.0,4.801442344,0.311,0.02
14,1599335107,11.0.0.137,UpdateGen,2090239,1.921874999970882,20.998569984,0.2047755,5.6624583,2634.0,5.42446732,0.311,0.02
16,1599335167,11.0.0.137,UpdateGen,2684809,1.9500000000061846,29.051895808,0.24099579999999998,6.4641497999999995,2965.0,6.023756176,0.311,0.02
18,1599335227,11.0.0.137,UpdateGen,3356840,3.1156250000003496,38.615171072,0.307905,7.1636681,3307.0,6.66751396,0.911,0.03
20,1599335287,11.0.0.137,UpdateGen,4100543,2.8937499999938154,38.615433216,0.3140182,7.9627977,3654.0,7.323875256,0.911,0.03
22,1599335347,11.0.0.137,UpdateGen,4920604,4.015624999974534,38.615433216,0.37136159999999996,8.7177039,4000.0,8.006453824,0.911,0.03
24,1599335407,11.0.0.137,UpdateGen,5812789,4.465625000020751,38.615433216,0.4117902,9.4520857,4356.0,8.716370544,0.911,0.03
26,1599335467,11.0.0.137,UpdateGen,6785869,3.3078124999701686,48.413589504,0.3714308,10.3528304,4692.0,9.356935512,0.911,0.03
