,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1598994667,11.0.0.27,UpdateGen,99530,0.8750000000009095,5.526061056,0.08302269999999999,1.9167862,192.0,0.425953424,0.113,0.011
1,1598994727,11.0.0.27,UpdateGen,342795,1.2609375000010772,8.043036672,0.11746480000000001,3.2732462,515.0,1.208766304,0.113,0.011
3,1598994787,11.0.0.27,UpdateGen,774160,1.676562500001637,14.150598656,0.1926729,5.1628502,831.0,1.984519024,0.113,0.011
5,1598994847,11.0.0.27,UpdateGen,1394955,3.2828125000014694,22.807969792,0.2890892,7.0584886,1160.0,2.766818768,0.275,0.022
7,1598994907,11.0.0.27,UpdateGen,2199571,3.8546874999974534,24.31942656,0.3705185,8.8160426,1511.0,3.563167856,0.275,0.022
9,1598994967,11.0.0.27,UpdateGen,3187625,4.4203125000012875,27.038056448,0.3946767,10.7460339,1861.0,4.333558544,0.275,0.022
11,1598995027,11.0.0.27,UpdateGen,4366370,3.7312499999848256,42.977001472000005,0.441962,12.6511325,2201.0,5.080578032,0.275,0.022
13,1598995087,11.0.0.27,UpdateGen,5724720,5.276562500009746,60.962832383999995,0.5553189000000001,13.8101966,2558.0,5.836756976,1.011,0.034
15,1598995147,11.0.0.27,UpdateGen,7217855,5.843749999996831,60.963094528,0.6450346,15.6302372,2908.0,6.574575024,1.011,0.034
17,1598995207,11.0.0.27,UpdateGen,8842039,8.160937499999378,60.963094528,0.7929368,16.9202372,3295.0,7.238633296,1.011,0.034
19,1598995267,11.0.0.27,UpdateGen,10674825,6.771874999997181,60.963225599999994,0.8219193,19.9075823,3656.0,7.904932832,1.783,0.045
