,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599502920,11.0.0.243,UpdateGen,0,6.776562500017462,5.517893632,0.8020497,19.0422225,12.0,0.017295104,0.308,0.025
3,1599502980,11.0.0.243,UpdateGen,1243815,6.668750000026179,19.889283071999998,0.7615746,19.1540426,270.0,0.536926112,0.308,0.025
5,1599503040,11.0.0.243,UpdateGen,3122202,8.918749999938868,45.0893824,0.7779379000000001,18.258270600000003,607.0,1.30212288,0.308,0.025
7,1599503100,11.0.0.243,UpdateGen,4979881,7.789062499996348,60.960890879999994,0.8180373000000001,18.7314006,952.0,2.03637104,0.482,0.036
9,1599503160,11.0.0.243,UpdateGen,6818703,9.318749999965803,60.9622016,0.7739628000000001,19.147747600000002,1297.0,2.739484272,0.482,0.036
11,1599503220,11.0.0.243,UpdateGen,8657557,6.862500000024767,61.030227968000005,0.7881309000000001,19.2198735,1650.0,3.441196048,1.326,0.047
13,1599503280,11.0.0.243,UpdateGen,10529502,7.079687500063301,61.030948864,0.7752214000000001,19.124834399999997,1986.0,4.150818616,1.326,0.047
15,1599503340,11.0.0.243,UpdateGen,12404334,7.895312500004366,61.031211008,0.8151193,19.0193335,2328.0,4.871556712,1.326,0.047
17,1599503400,11.0.0.243,UpdateGen,14266899,6.143749999937427,61.031211008,0.7442586999999999,19.1218254,2669.0,5.59628632,1.832,0.057
19,1599503460,11.0.0.243,UpdateGen,16141571,6.598437500033455,61.031211008,0.7965774,19.272805100000003,2999.0,6.354305872,1.832,0.057
21,1599503520,11.0.0.243,UpdateGen,18019562,6.496874999902474,73.580568576,0.7750246999999999,19.192109300000002,3332.0,7.088499632,1.832,0.057
23,1599503580,11.0.0.243,UpdateGen,19901596,6.812499999941764,98.84725248,0.7656094,19.224331,3679.0,7.839324992,1.832,0.057
25,1599503640,11.0.0.243,UpdateGen,21788474,6.212500000001441,124.180914176,0.7398275,19.2877589,4025.0,8.597312424,1.832,0.057
27,1599503700,11.0.0.243,UpdateGen,23669245,6.123437499936699,129.61679769600002,0.7236625,19.1580877,4370.0,9.357215016,2.184,0.072
29,1599503760,11.0.0.243,UpdateGen,25551054,6.1234375000458385,129.61679769600002,0.7693515,19.1355347,4702.0,10.084701408,2.184,0.072
31,1599503820,11.0.0.243,UpdateGen,27431269,6.159375000042914,129.61686323200001,0.7444721,19.2114343,5030.0,10.809463744,2.184,0.072
33,1599503880,11.0.0.243,UpdateGen,29313769,6.020312499968014,129.616928768,0.7305775999999999,19.16738,5355.0,11.529884656,2.184,0.072
35,1599503940,11.0.0.243,UpdateGen,31194809,5.8531250000487205,129.617190912,0.6924701,19.1090686,5684.0,12.259662248,2.184,0.072
37,1599504000,11.0.0.243,UpdateGen,33071009,6.278125000044383,129.617321984,0.7511495,19.073478,6020.0,12.984126312,2.936,0.084
39,1599504060,11.0.0.243,UpdateGen,34945509,6.156249999912674,129.617321984,0.7267114,19.077006899999997,6356.0,13.721322296,2.936,0.084
41,1599504120,11.0.0.243,UpdateGen,36820661,6.117187500040018,129.61738752000002,0.7305933,19.190452699999998,6695.0,14.458488648,2.936,0.084
43,1599504180,11.0.0.243,UpdateGen,38703961,6.246874999942548,129.61745305600002,0.7196435999999999,19.1105482,7023.0,15.164190976,2.936,0.084
45,1599504240,11.0.0.243,UpdateGen,40583461,6.259374999935957,129.617584128,0.7168758000000001,19.2523415,7357.0,15.9472632,2.936,0.084
47,1599504300,11.0.0.243,UpdateGen,42465826,5.9843749999891,129.04722432,0.7180316999999999,19.079992899999997,7695.0,16.70893512,3.532,0.095
49,1599504360,11.0.0.243,UpdateGen,44352226,6.295312500060419,129.04722432,0.7355514000000001,18.9330188,8028.0,17.45939848,3.532,0.095
51,1599504420,11.0.0.243,UpdateGen,46227126,5.931250000139698,129.04728985600002,0.7626282,19.130933300000002,8380.0,18.15526948,3.532,0.095
53,1599504480,11.0.0.243,UpdateGen,48104826,6.070312499996362,129.04728985600002,0.724811,19.1324632,8743.0,18.898303224,3.532,0.095
55,1599504540,11.0.0.243,UpdateGen,49984798,5.898437500036408,129.04735539200001,0.7260726,19.0355355,9104.0,19.619035048,3.532,0.095
57,1599504600,11.0.0.243,UpdateGen,51854498,6.107812500031315,129.114464256,0.7382525999999999,19.178349,9428.0,20.3437862,4.042,0.107
59,1599504660,11.0.0.243,UpdateGen,53734498,6.048437499921434,129.114464256,0.7515245,19.107455,9765.0,21.112522568,4.042,0.107
61,1599504720,11.0.0.243,UpdateGen,55615198,6.239062499971624,129.114464256,0.7503335,19.182226699999998,10116.0,21.88955016,4.042,0.107
63,1599504780,11.0.0.243,UpdateGen,57497698,5.971874999941093,129.11452979199998,0.7364407,19.1505038,10442.0,22.608617504,4.042,0.107
65,1599504840,11.0.0.243,UpdateGen,59376698,6.056250000001455,129.114791936,0.727296,19.0477746,10770.0,23.298642568,4.042,0.107
67,1599504900,11.0.0.243,UpdateGen,61251750,6.023437500043656,129.28256409600002,0.7539811,19.082154399999997,11105.0,24.036990176,4.452,0.121
69,1599504960,11.0.0.243,UpdateGen,63128950,5.918750000000756,129.282629632,0.7583554,19.0694006,11435.0,24.790971696,4.452,0.121
71,1599505020,11.0.0.243,UpdateGen,65004550,6.195312500021814,129.282629632,0.7855061,19.1380615,11784.0,25.560342,4.452,0.121
73,1599505080,11.0.0.243,UpdateGen,66889750,6.196875000023283,129.282629632,0.748724,19.1176522,12139.0,26.334621952,4.452,0.121
75,1599505140,11.0.0.243,UpdateGen,68773550,6.156249999985434,129.282629632,0.7464571999999999,19.0179861,12489.0,27.092242992,4.452,0.121
77,1599505200,11.0.0.243,UpdateGen,70656928,6.215624999967972,129.148411904,0.753041,19.011099100000003,12829.0,27.855229232,4.78,0.137
79,1599505260,11.0.0.243,UpdateGen,72529828,6.045312499973079,129.148411904,0.731719,18.9971351,13174.0,28.612690272,4.78,0.137
81,1599505320,11.0.0.243,UpdateGen,74417328,6.003124999897409,129.14847744,0.7363068,19.103861300000002,13501.0,29.375009392,4.78,0.137
83,1599505380,11.0.0.243,UpdateGen,76299428,6.33593750006186,129.14847744,0.7552896,18.9352516,13836.0,30.122026288,4.78,0.137
85,1599505440,11.0.0.243,UpdateGen,78180980,6.006249999973093,129.14854297600002,0.7210068000000001,19.0703776,14176.0,30.863824928,4.78,0.137
87,1599505500,11.0.0.243,UpdateGen,80055580,6.039062499930864,128.779444224,0.7315296,18.980439,14509.0,31.578012864,5.088,0.15
89,1599505560,11.0.0.243,UpdateGen,81928180,6.2296875000174765,128.77950976,0.7381106,19.053716100000003,14839.0,32.320759104,5.088,0.15
91,1599505620,11.0.0.243,UpdateGen,83808180,6.196874999968699,128.77950976,0.7333096,19.0064872,15184.0,33.07722728,5.088,0.15
93,1599505680,11.0.0.243,UpdateGen,85688380,5.949999999993466,128.77950976,0.7276329,19.098546,15538.0,33.841635344,5.088,0.15
95,1599505740,11.0.0.243,UpdateGen,87568790,5.942187500004366,128.77950976,0.7304888,19.0804992,15899.0,34.601559952,5.088,0.15
97,1599505800,11.0.0.243,UpdateGen,89451490,6.0109374999046565,128.913793024,0.7151845,19.0830794,16264.0,35.319260152,5.356,0.161
99,1599505860,11.0.0.243,UpdateGen,91327790,5.9437500000422006,128.913793024,0.719956,19.079175399999997,16618.0,35.995575536,5.356,0.161
101,1599505920,11.0.0.243,UpdateGen,93205590,6.185937499940337,128.913793024,0.7470064000000001,19.1959686,16964.0,36.734822912,5.356,0.161
103,1599505980,11.0.0.243,UpdateGen,95088124,6.139062500005821,128.913793024,0.7285928,19.1796035,17314.0,37.485109408,5.356,0.161
105,1599506040,11.0.0.243,UpdateGen,96967527,6.450000000077125,128.913793024,0.7553080999999999,19.1210835,17664.0,38.205664856,5.356,0.161
107,1599506100,11.0.0.243,UpdateGen,98842427,6.040625000041473,129.081696256,0.7401898,19.2582051,18024.0,38.91914764,5.582,0.174
109,1599506160,11.0.0.243,UpdateGen,100719027,6.040625000005079,129.081761792,0.7243978000000001,19.048608100000003,18384.0,39.63198092,5.582,0.174
111,1599506220,11.0.0.243,UpdateGen,102595027,6.112499999926484,129.081761792,0.7420049000000001,19.0497169,18749.0,40.316506144,5.582,0.174
113,1599506280,11.0.0.243,UpdateGen,104474927,6.1484374999418065,129.081761792,0.7413312,19.243549899999998,19102.0,41.06944712,5.582,0.174
115,1599506340,11.0.0.243,UpdateGen,106358727,6.017187499946914,129.081761792,0.71411,19.205632100000003,19454.0,41.750680872,5.582,0.174
117,1599506400,11.0.0.243,UpdateGen,108241331,6.495312500010186,128.9476096,0.7942965,19.0250727,19808.0,42.450807568,5.769,0.186
119,1599506460,11.0.0.243,UpdateGen,110114927,6.110937499997831,128.9476096,0.7213694,19.1490833,20162.0,43.173261008,5.769,0.186
121,1599506520,11.0.0.243,UpdateGen,111995208,5.98437500008005,128.9476096,0.729397,19.10678,20499.0,43.898509968,5.769,0.186
123,1599506580,11.0.0.243,UpdateGen,113868180,6.067187499957058,128.9476096,0.7161115,19.2118272,20831.0,44.614965344,5.769,0.186
125,1599506640,11.0.0.243,UpdateGen,115737580,5.893750000032028,128.9476096,0.712883,19.1213914,21161.0,45.359134048,5.769,0.186
127,1599506700,11.0.0.243,UpdateGen,117610480,5.9468749999541615,128.981229568,0.7326585,19.1165038,21485.0,46.10348672,5.956,0.2
129,1599506760,11.0.0.243,UpdateGen,119490580,6.337500000063287,128.981295104,0.7748254,19.1162523,21814.0,46.849140656,5.956,0.2
131,1599506820,11.0.0.243,UpdateGen,121366780,5.962499999968713,128.981295104,0.7581833,19.2895865,22142.0,47.591227936,5.956,0.2
133,1599506880,11.0.0.243,UpdateGen,123248080,5.912500000085856,128.981295104,0.7234767,19.2439014,22468.0,48.341575608,5.956,0.2
135,1599506940,11.0.0.243,UpdateGen,125132897,6.082812499935258,128.981295104,0.7231700999999999,19.224522,22792.0,49.1254634,5.956,0.2
137,1599507000,11.0.0.243,UpdateGen,127016680,6.05000000006838,129.451057152,0.7181131,19.216911600000003,23116.0,49.9094418,6.098,0.212
139,1599507060,11.0.0.243,UpdateGen,128897880,6.043750000062559,129.451057152,0.696733,19.0986977,23452.0,50.636754536,6.098,0.212
141,1599507120,11.0.0.243,UpdateGen,130774280,6.270312499964362,129.451057152,0.7346855999999999,19.1649185,23786.0,51.359137896,6.098,0.212
143,1599507180,11.0.0.243,UpdateGen,132647927,6.020312499949782,129.451057152,0.7169587,19.028024100000003,24119.0,52.07338796,6.098,0.212
145,1599507240,11.0.0.243,UpdateGen,134515627,5.9687500000836735,129.451057152,0.7327978,19.1274432,24444.0,52.821915544,6.098,0.212
147,1599507300,11.0.0.243,UpdateGen,136388927,5.950000000029831,129.11551283199998,0.741028,19.2030924,24773.0,53.559670552,6.235,0.225
149,1599507360,11.0.0.243,UpdateGen,138265927,6.065606560711373,129.11557836799997,0.7405283528352835,19.140552555255525,25097.0,54.280901632,6.235,0.225
151,1599507420,11.0.0.243,UpdateGen,140145927,6.223437499975276,129.115643904,0.752681,19.2636521,25418.0,55.056605536,6.235,0.225
153,1599507480,11.0.0.243,UpdateGen,142030527,5.970284528510334,129.115643904,0.707066406640664,19.088520552055208,25738.0,55.797985944,6.235,0.225
155,1599507540,11.0.0.243,UpdateGen,143911397,6.098422342283698,129.115643904,0.7384688468846885,19.104364836483647,26067.0,56.559291656,6.235,0.225
157,1599507600,11.0.0.243,UpdateGen,145792227,5.768701870111357,129.38407936000002,0.725087508750875,19.05211091109111,26390.0,57.358767256,6.353,0.236
159,1599507660,11.0.0.243,UpdateGen,147669627,6.092187499943961,129.38407936000002,0.7760633,19.1334735,26716.0,58.13362116,6.353,0.236
161,1599507720,11.0.0.243,UpdateGen,149550927,6.015624999945402,129.38407936000002,0.7280014,19.189081100000003,27040.0,58.860253696,6.353,0.236
163,1599507780,11.0.0.243,UpdateGen,151434302,6.298437499972351,129.38407936000002,0.7485998,19.212606100000002,27365.0,59.601016088,6.353,0.236
165,1599507840,11.0.0.243,UpdateGen,153314802,6.048437499848646,129.384144896,0.7194022,19.149030800000002,27691.0,60.328277448,6.353,0.236
167,1599507900,11.0.0.243,UpdateGen,155195802,6.053125000071319,129.384144896,0.7549324000000001,19.243056600000003,28009.0,61.058949816,6.492,0.246
169,1599507960,11.0.0.243,UpdateGen,157080602,6.114062499982552,129.384144896,0.7552287,19.2131806,28342.0,61.807744472,6.492,0.246
171,1599508020,11.0.0.243,UpdateGen,158961702,6.039062499985434,129.384210432,0.755453,19.1161588,28671.0,62.557038232,6.492,0.246
173,1599508080,11.0.0.243,UpdateGen,160843502,6.032812499961452,129.384275968,0.727313,19.1983814,29005.0,63.279873272,6.492,0.246
175,1599508140,11.0.0.243,UpdateGen,162731502,6.395312499971624,129.384275968,0.7523614000000001,19.091452,29334.0,64.010043344,6.492,0.246
177,1599508200,11.0.0.243,UpdateGen,164614043,6.199999999953448,129.4850048,0.7631523,19.0671602,29670.0,64.741886192,6.655,0.266
179,1599508260,11.0.0.243,UpdateGen,166491343,6.368750000074215,129.4850048,0.7712355,18.9571308,30006.0,65.431380696,6.655,0.266
181,1599508320,11.0.0.243,UpdateGen,168368443,6.035937499909778,129.485135872,0.7475598,19.109446100000003,30343.0,66.11237496,6.655,0.266
183,1599508380,11.0.0.243,UpdateGen,170246343,6.165625000012383,129.485135872,0.7505305999999999,19.0319255,30682.0,66.804505712,6.655,0.266
185,1599508440,11.0.0.243,UpdateGen,172125043,6.084375000027677,129.485135872,0.7293618000000001,19.0971612,31010.0,67.558960696,6.655,0.266
187,1599508500,11.0.0.243,UpdateGen,174009143,6.085937500029075,129.216700416,0.7276404000000001,18.966727,31350.0,68.320198944,6.748,0.279
189,1599508560,11.0.0.243,UpdateGen,175888743,6.10312500013606,129.216700416,0.7301346999999999,18.9938133,31683.0,69.046634816,6.748,0.279
191,1599508620,11.0.0.243,UpdateGen,177773144,5.964062500006548,129.216700416,0.724945,19.045855600000003,32007.0,69.805517392,6.748,0.279
193,1599508680,11.0.0.243,UpdateGen,179655623,6.162500000045824,129.216700416,0.7428596,19.092786399999998,32338.0,70.557927552,6.748,0.279
195,1599508740,11.0.0.243,UpdateGen,181540844,6.0437500000443976,129.216700416,0.7353482,18.9954875,32670.0,71.308829744,6.748,0.279
197,1599508800,11.0.0.243,UpdateGen,183423844,6.370312499984692,129.485201408,0.760029,19.1082385,33009.0,72.053517888,6.842,0.292
199,1599508860,11.0.0.243,UpdateGen,185304344,5.831250000028362,129.485201408,0.715081,18.915233899999997,33341.0,72.721448136,6.842,0.292
201,1599508920,11.0.0.243,UpdateGen,187180844,6.15937499998833,129.485201408,0.7393126999999999,18.989249899999997,33677.0,73.431165592,6.842,0.292
203,1599508980,11.0.0.243,UpdateGen,189059683,5.92968750002909,129.485201408,0.7220364,19.0992635,34020.0,74.15949884,6.842,0.292
205,1599509040,11.0.0.243,UpdateGen,190939083,6.12812499997743,129.485201408,0.7368879,19.0645551,34362.0,74.910948552,6.842,0.292
207,1599509100,11.0.0.243,UpdateGen,192820683,5.904687500060362,129.35098367999998,0.7384876,18.9876945,34706.0,75.684814968,6.936,0.306
209,1599509160,11.0.0.243,UpdateGen,194705683,6.259374999990541,129.35104921599998,0.7745871999999999,19.1643197,35040.0,76.439929056,6.936,0.306
211,1599509220,11.0.0.243,UpdateGen,196594083,5.957812499909792,129.35104921599998,0.7186517,19.155481899999998,35386.0,77.192695168,6.936,0.306
213,1599509280,11.0.0.243,UpdateGen,198482962,5.943749999987631,129.35104921599998,0.7208667,18.9862436,35734.0,77.985358112,6.936,0.306
215,1599509340,11.0.0.243,UpdateGen,200366362,5.896875000034896,129.35104921599998,0.7141432,19.0339016,36076.0,78.749614736,6.936,0.306
217,1599509400,11.0.0.243,UpdateGen,202251862,5.985937500008731,129.351114752,0.738956,19.0167914,36426.0,79.498872496,7.016,0.315
219,1599509460,11.0.0.243,UpdateGen,204130962,6.24531249997743,129.351114752,0.758715,19.025734399999997,36791.0,80.200978064,7.016,0.315
221,1599509520,11.0.0.243,UpdateGen,206008662,6.168749999960724,129.351114752,0.7475395,18.933986100000002,37155.0,80.966852016,7.016,0.315
223,1599509580,11.0.0.243,UpdateGen,207880562,5.887499999862484,129.351114752,0.7135956,19.0335745,37537.0,81.692347216,7.016,0.315
225,1599509640,11.0.0.243,UpdateGen,209756862,6.131249999943989,129.351114752,0.7377457,18.9084456,37896.0,82.444604144,7.016,0.315
227,1599509700,11.0.0.243,UpdateGen,211632908,5.779687500034896,129.04919040000001,0.7221711,19.0193607,38237.0,83.237291104,7.126,0.333
229,1599509760,11.0.0.243,UpdateGen,213510808,6.082812499935258,129.04919040000001,0.7245351999999999,19.0471828,38566.0,83.985855952,7.126,0.333
231,1599509820,11.0.0.243,UpdateGen,215392708,6.551562500135333,129.04919040000001,0.7550273000000001,19.088642399999998,38888.0,84.712849832,7.126,0.333
233,1599509880,11.0.0.243,UpdateGen,217276208,5.951562499940337,129.04919040000001,0.7215246999999999,19.0514413,39218.0,85.436148904,7.126,0.333
235,1599509940,11.0.0.243,UpdateGen,219159508,6.112500000126602,129.04919040000001,0.7413895,19.0372203,39541.0,86.180410968,7.126,0.333
237,1599510000,11.0.0.243,UpdateGen,221039608,6.176562500004366,129.38473472,0.7448530999999999,18.9252341,39868.0,86.882571688,7.213,0.346
239,1599510060,11.0.0.243,UpdateGen,222917208,6.171874999999986,129.38473472,0.7429323000000001,18.9755308,40207.0,87.591665832,7.213,0.346
241,1599510120,11.0.0.243,UpdateGen,224787449,6.05937500000438,129.38473472,0.7181891,19.043637,40543.0,88.26952256,7.213,0.346
243,1599510180,11.0.0.243,UpdateGen,226660976,6.034374999962893,129.38473472,0.7324742,18.9778491,40880.0,89.0184652,7.213,0.346
245,1599510240,11.0.0.243,UpdateGen,228532349,6.190624999999287,129.38473472,0.7379419,19.0584949,41205.0,89.71739028,7.213,0.346
247,1599510300,11.0.0.243,UpdateGen,230412349,6.0968749999483265,128.982081536,0.7441208,19.0584563,41531.0,90.411923272,7.309,0.358
249,1599510360,11.0.0.243,UpdateGen,232291649,5.951562499867592,128.982147072,0.7508151,18.9454458,41858.0,91.06216172,7.309,0.358
251,1599510420,11.0.0.243,UpdateGen,234168849,6.124999999992696,128.982147072,0.7533574000000001,19.0087903,42182.0,91.789668248,7.309,0.358
253,1599510480,11.0.0.243,UpdateGen,236044649,6.542187499962878,128.982147072,0.7763113,19.0141783,42503.0,92.504676144,7.309,0.358
255,1599510540,11.0.0.243,UpdateGen,237925949,5.881249999965817,128.982147072,0.7228876,19.0101038,42833.0,93.235399056,7.309,0.358
257,1599510600,11.0.0.243,UpdateGen,239807448,5.937499999927269,129.351245824,0.7147496999999999,18.916698800000002,43159.0,93.986826176,7.384,0.37
259,1599510660,11.0.0.243,UpdateGen,241683848,6.139062499987631,129.351245824,0.7483214,19.0620875,43491.0,94.74082664,7.384,0.37
261,1599510720,11.0.0.243,UpdateGen,243560948,5.945312500025466,129.35131135999998,0.7571149,18.9430567,43824.0,95.49139376,7.384,0.37
263,1599510780,11.0.0.243,UpdateGen,245434648,6.060937499842112,129.35131135999998,0.7434274000000001,19.0368791,44161.0,96.163988744,7.384,0.37
265,1599510840,11.0.0.243,UpdateGen,247313148,6.071874999979613,129.35131135999998,0.7397054000000001,19.0389977,44492.0,96.87257782,7.384,0.37
267,1599510900,11.0.0.243,UpdateGen,249192048,6.0265624999919964,129.150050304,0.7499485,19.1052105,44825.0,97.593532036,7.527,0.384
