,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1598982487,11.0.0.92,UpdateGen,0,0.9531249999895408,5.519990784,0.0978358,2.2789664,33.0,0.040971776,0.078,0.008
3,1598982547,11.0.0.92,UpdateGen,186940,2.023437499995012,5.526478848,0.2472037,6.034452,356.0,0.803684768,0.078,0.008
5,1598982607,11.0.0.92,UpdateGen,653010,3.1937500000049255,11.80168192,0.3997808,9.846807199999999,687.0,1.587202104,0.078,0.008
7,1598982667,11.0.0.92,UpdateGen,1496570,7.771875000005352,23.176962048,0.6653914000000001,12.980123,1018.0,2.410296856,0.078,0.008
9,1598982727,11.0.0.92,UpdateGen,2703390,8.360937499999196,35.458732032,0.7162561,16.2051346,1363.0,3.19455524,0.251,0.022
11,1598982787,11.0.0.92,UpdateGen,4188220,6.339062500005625,35.459846144,0.7881317,21.099989100000002,1730.0,3.877383536,0.251,0.022
13,1598982847,11.0.0.92,UpdateGen,6107110,7.707812500002561,52.740902911999996,0.9483357,24.636375100000002,2093.0,4.618999592,0.251,0.022
15,1598982907,11.0.0.92,UpdateGen,8435220,14.28593749997843,61.130231808000005,1.0832609,25.172368300000002,2458.0,5.392187368,1.015,0.034
17,1598982967,11.0.0.92,UpdateGen,10887506,8.86562499999853,61.130231808000005,1.2120747,32.5094283,2847.0,5.936299816,1.015,0.034
19,1598983027,11.0.0.92,UpdateGen,13941453,10.531250000001364,61.130231808000005,1.4271089,36.16968120000001,3203.0,6.636412336,1.743,0.049
21,1598983087,11.0.0.92,UpdateGen,17402743,11.484374999999986,84.886769664,1.4980832,39.958513700000005,3555.0,7.375813512,1.743,0.049
23,1598983147,11.0.0.92,UpdateGen,21252150,12.564062500005107,135.184994304,1.6531917,43.7318345,3901.0,8.064432512,1.743,0.049
25,1598983207,11.0.0.92,UpdateGen,25493645,11.675000000006989,190.583492608,1.7252456,47.355332,4246.0,8.728245088,1.743,0.049
27,1598983267,11.0.0.92,UpdateGen,30088475,12.270312500006654,202.730328064,1.7436797,51.0684352,4583.0,9.349086512,2.311,0.066
29,1598983327,11.0.0.92,UpdateGen,35049596,13.742187500010928,202.730328064,2.0686866,54.977462,4923.0,10.02428836,2.311,0.066
31,1598983387,11.0.0.92,UpdateGen,40396496,16.142187500001896,202.730524672,2.0549691,54.1575951,5254.0,10.620365808,2.311,0.066
33,1598983447,11.0.0.92,UpdateGen,46126036,16.239062499989814,203.73722316799999,2.3878038,62.4567348,5587.0,11.128348352,3.487,0.079
