,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599433627,11.0.0.205,UpdateGen,0,0.2765624999665306,5.5185489919999995,0.0059505,0.00926,30.0,0.019984384,0.083,0.011
3,1599433687,11.0.0.205,UpdateGen,715309,2.5031250001302396,11.163230208,0.32106,7.744339,351.0,0.755460032,0.083,0.011
5,1599433747,11.0.0.205,UpdateGen,1469362,3.3218749999832795,16.3649536,0.3467213,7.6621793,680.0,1.496365432,0.25,0.026
7,1599433807,11.0.0.205,UpdateGen,2220166,2.417187500141168,19.116744704000002,0.295019,7.7416145,1008.0,2.197336856,0.25,0.026
9,1599433867,11.0.0.205,UpdateGen,2974962,2.3906249999345164,29.251756032,0.2868869,7.7774779,1326.0,2.846143336,0.25,0.026
11,1599433927,11.0.0.205,UpdateGen,3730815,2.285937499909778,39.520002048,0.2696265,7.7610109000000005,1660.0,3.49490908,0.25,0.026
13,1599433987,11.0.0.205,UpdateGen,4487541,2.3078124999847205,49.721008128,0.2679001,7.8178494,2005.0,4.135896352,0.25,0.026
15,1599434047,11.0.0.205,UpdateGen,5241929,2.514062499994907,54.486458368,0.27776690000000004,7.7142395,2345.0,4.810182744,0.76,0.035
17,1599434107,11.0.0.205,UpdateGen,5992026,2.8999999999723514,54.486851584,0.31037159999999997,7.6646246,2671.0,5.488268136,0.76,0.035
19,1599434167,11.0.0.205,UpdateGen,6741443,2.954687499968699,54.486851584,0.3096427,7.6844954,3000.0,6.191308136,0.76,0.035
21,1599434227,11.0.0.205,UpdateGen,7493884,3.0062500000895227,54.486851584,0.30222309999999997,7.6962825,3334.0,6.897624856,0.76,0.035
23,1599434287,11.0.0.205,UpdateGen,8245057,2.9703124999832653,54.486851584,0.30417690000000003,7.6924627999999995,3675.0,7.621801992,0.76,0.035
25,1599434347,11.0.0.205,UpdateGen,8998132,2.3578124999221473,53.849382912,0.28375490000000003,7.7540179,4005.0,8.318330392,1.464,0.044
27,1599434407,11.0.0.205,UpdateGen,9752751,2.3359374999381544,53.849579520000006,0.2795478,7.7305488,4333.0,8.99752484,1.464,0.044
29,1599434467,11.0.0.205,UpdateGen,10506042,2.4046874999112617,53.849907200000004,0.2834379,7.7272970999999995,4653.0,9.642449304,1.464,0.044
31,1599434527,11.0.0.205,UpdateGen,11266347,2.257812500010928,53.850038272000006,0.2805904,7.7877127999999995,4979.0,10.299074624,1.464,0.044
33,1599434587,11.0.0.205,UpdateGen,12022354,2.0703124999090363,53.850103808,0.2788085,7.7244192,5313.0,10.942019632,1.464,0.044
35,1599434647,11.0.0.205,UpdateGen,12775820,2.1234375000130967,54.185713664,0.2761203,7.7228395,5647.0,11.657252512,1.944,0.059
37,1599434707,11.0.0.205,UpdateGen,13533213,1.9515624999439893,54.185713664,0.26471740000000005,7.7082327,5968.0,12.3755264,1.944,0.059
39,1599434767,11.0.0.205,UpdateGen,14295319,2.020312500007975,54.1857792,0.2655262,7.8054732,6298.0,13.127137248,1.944,0.059
41,1599434827,11.0.0.205,UpdateGen,15050319,2.057812500006534,54.185844736,0.2618701,7.7524312,6622.0,13.891554168,1.944,0.059
43,1599434887,11.0.0.205,UpdateGen,15805442,2.90312500002986,54.185910272,0.31003640000000005,7.7155505,6960.0,14.648217896,1.944,0.059
45,1599434947,11.0.0.205,UpdateGen,16560091,2.084374999994907,53.98458368,0.25895239999999997,7.763687900000001,7294.0,15.3397588,2.35,0.076
47,1599435007,11.0.0.205,UpdateGen,17312508,2.018750000061118,53.984780287999996,0.2652236,7.680621599999999,7622.0,16.044009736,2.35,0.076
