,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599333667,11.0.0.114,UpdateGen,0,0.3484375000152795,5.516865536,0.0192908,0.203875,23.0,0.048270592,0.152,0.009
3,1599333727,11.0.0.114,UpdateGen,17569,0.6640625000181757,5.5263027199999994,0.0514734,0.9784584000000001,335.0,0.68446392,0.152,0.009
5,1599333787,11.0.0.114,UpdateGen,87828,0.8593750000181899,5.52695808,0.0781284,1.7390181,662.0,1.382117944,0.152,0.009
7,1599333847,11.0.0.114,UpdateGen,233239,1.0328124999705466,6.90321408,0.0933282,2.5083192000000003,992.0,2.102972328,0.152,0.009
9,1599333907,11.0.0.114,UpdateGen,453721,1.789062500047308,10.057723904000001,0.1476181,3.2797921,1334.0,2.851391032,0.152,0.009
11,1599333967,11.0.0.114,UpdateGen,749393,2.459374999998559,14.755934208000001,0.1955431,4.0090968,1665.0,3.580432472,0.31,0.022
13,1599334027,11.0.0.114,UpdateGen,1119615,1.8218749999959982,14.756261888000001,0.181688,4.767344400000001,2000.0,4.312150824,0.31,0.022
15,1599334087,11.0.0.114,UpdateGen,1564554,1.8687499999759893,14.756655104,0.2088844,5.6291578,2352.0,5.085857448,0.31,0.022
17,1599334147,11.0.0.114,UpdateGen,2087223,2.045312499994907,21.769924608,0.2295643,6.3651585,2685.0,5.832498328,0.31,0.022
19,1599334207,11.0.0.114,UpdateGen,2684941,2.914062500021842,29.99154688,0.2970208,7.1009141,3014.0,6.551887792,0.31,0.022
21,1599334267,11.0.0.114,UpdateGen,3357617,2.8249999999843567,38.9172224,0.3000514,7.9058944,3346.0,7.28800176,0.914,0.032
23,1599334327,11.0.0.114,UpdateGen,4105761,3.768749999971959,38.91820544,0.3598212,8.663852,3687.0,7.99167112,0.914,0.032
25,1599334387,11.0.0.114,UpdateGen,4926181,3.7531249999756255,38.918336512,0.35336409999999996,9.4030193,4038.0,8.71105764,0.914,0.032
27,1599334447,11.0.0.114,UpdateGen,5820727,3.1843750000189175,38.918336512,0.364987,10.271230300000001,4406.0,9.429336144,0.914,0.032
