,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599511680,11.0.0.48,UpdateGen,654508,6.318750000009459,11.566034944,0.7289328,19.205010899999998,147.0,0.306897616,0.095,0.01
2,1599511740,11.0.0.48,UpdateGen,2531086,8.731250000055297,37.404332032,0.8123481,18.479629600000003,485.0,1.071093112,0.095,0.01
4,1599511800,11.0.0.48,UpdateGen,4301675,9.789062499967244,45.760630784,0.8294693000000001,17.672529100000002,842.0,1.710618008,0.28,0.024
6,1599511860,11.0.0.48,UpdateGen,6097866,6.637499999978928,45.761548288,0.7682953,19.1707835,1210.0,2.34022468,0.28,0.024
8,1599511920,11.0.0.48,UpdateGen,7968284,6.1593749999519645,60.86248448,0.7340211999999999,19.0899814,1572.0,3.055572536,1.18,0.035
10,1599511980,11.0.0.48,UpdateGen,9835751,8.460937500076398,60.86300876799999,0.7614549,18.748537300000002,1924.0,3.754891472,1.18,0.035
12,1599512040,11.0.0.48,UpdateGen,11701847,6.215624999949782,60.863336448,0.7381715,19.0989814,2265.0,4.434135568,1.808,0.045
14,1599512100,11.0.0.48,UpdateGen,13579953,5.921874999930893,60.863336448,0.7628329,19.2233633,2601.0,5.16254372,1.808,0.045
16,1599512160,11.0.0.48,UpdateGen,15454802,6.271875000002197,60.863336448,0.7446055,19.2399277,2946.0,5.886965496,1.808,0.045
18,1599512220,11.0.0.48,UpdateGen,17337208,6.28281249992142,78.982729728,0.7597261999999999,19.186032,3302.0,6.645523768,1.808,0.045
20,1599512280,11.0.0.48,UpdateGen,19215796,6.828125000010914,104.24961024,0.7234828000000001,19.0638775,3638.0,7.431240088,1.808,0.045
22,1599512340,11.0.0.48,UpdateGen,21089874,5.81875000003491,128.97929216,0.7192552,19.1158595,3985.0,8.125750544,2.228,0.057
24,1599512400,11.0.0.48,UpdateGen,22969445,5.756250000013125,128.979357696,0.7403788,19.0880397,4313.0,8.755822688,2.228,0.057
26,1599512460,11.0.0.48,UpdateGen,24847401,6.164062500029118,128.97942323200002,0.7612593000000001,19.1344196,4631.0,9.409629784,2.228,0.057
28,1599512520,11.0.0.48,UpdateGen,26723769,6.150000000052415,128.979488768,0.752524,19.120832399999998,4986.0,10.113700784,2.228,0.057
30,1599512580,11.0.0.48,UpdateGen,28601969,8.326562499987617,128.979554304,0.7361536999999999,18.9181724,5309.0,10.851340576,2.228,0.057
32,1599512640,11.0.0.48,UpdateGen,30469669,5.5359375000443976,128.442683392,0.7109224000000001,19.1520814,5644.0,11.53103776,2.964,0.071
34,1599512700,11.0.0.48,UpdateGen,32354609,5.6093750000945874,128.44281446399998,0.6992853,19.1641836,5991.0,12.270797504,2.964,0.071
36,1599512760,11.0.0.48,UpdateGen,34243309,5.82812500000729,128.44288,0.7200696,19.2712742,6324.0,13.031480096,2.964,0.071
38,1599512820,11.0.0.48,UpdateGen,36127209,5.657812499994179,128.44288,0.7061635,19.080969,6663.0,13.754662864,2.964,0.071
40,1599512880,11.0.0.48,UpdateGen,38006561,7.478125000016007,128.442945536,0.7231068,19.0614155,7019.0,14.483902896,2.964,0.071
42,1599512940,11.0.0.48,UpdateGen,39881261,5.704687500183354,129.013436416,0.6955442,19.0309733,7364.0,15.140400368,3.592,0.082
44,1599513000,11.0.0.48,UpdateGen,41753726,5.784375000039304,129.013567488,0.7249505,19.050721600000003,7702.0,15.791430544,3.592,0.082
46,1599513060,11.0.0.48,UpdateGen,43629626,5.746874999967957,129.013633024,0.7202699,19.1717269,8034.0,16.509221968,3.592,0.082
48,1599513120,11.0.0.48,UpdateGen,45510326,5.5187500000465946,129.013633024,0.7185565,19.1369535,8376.0,17.257627,3.592,0.082
50,1599513180,11.0.0.48,UpdateGen,47392261,7.004687499920692,129.013633024,0.7156864000000001,19.051374600000003,8716.0,18.006456392,3.592,0.082
52,1599513240,11.0.0.48,UpdateGen,49271426,6.01562499998181,128.745263104,0.7319611,19.092919100000003,9058.0,18.750947064,4.104,0.095
54,1599513300,11.0.0.48,UpdateGen,51145698,5.660937500124419,128.745263104,0.7044543000000001,19.0329117,9381.0,19.488412136,4.104,0.095
56,1599513360,11.0.0.48,UpdateGen,53019698,5.749999999934502,128.745263104,0.7117903000000001,19.1529397,9727.0,20.198769016,4.104,0.095
58,1599513420,11.0.0.48,UpdateGen,54901098,5.685937500020373,128.745263104,0.7066783000000001,19.1843553,10076.0,20.916231048,4.104,0.095
60,1599513480,11.0.0.48,UpdateGen,56781698,6.665625000005107,128.745263104,0.7063750999999999,19.076886899999998,10422.0,21.683952392,4.104,0.095
62,1599513540,11.0.0.48,UpdateGen,58662498,5.718803119657451,128.71197081600002,0.710987801219878,19.102670432956707,10775.0,22.411117552,4.492,0.105
64,1599513600,11.0.0.48,UpdateGen,60541950,6.089062499995663,128.712036352,0.7473484,18.9787447,11106.0,23.116947008,4.492,0.105
66,1599513660,11.0.0.48,UpdateGen,62416950,5.620312499995634,128.712101888,0.6948826,19.0000765,11446.0,23.823248688,4.492,0.105
68,1599513720,11.0.0.48,UpdateGen,64297496,5.7046875000923905,128.712101888,0.7406861,19.0411732,11789.0,24.528321112,4.492,0.105
70,1599513780,11.0.0.48,UpdateGen,66175650,6.606250000077125,128.712101888,0.7443597,18.9419915,12112.0,25.28687052,4.492,0.105
72,1599513840,11.0.0.48,UpdateGen,68046150,5.679687499941792,128.510775296,0.6946559,18.859297899999998,12462.0,25.9914494,4.84,0.123
74,1599513900,11.0.0.48,UpdateGen,69919650,5.732812499882144,128.510775296,0.7277996,19.0057246,12820.0,26.689908624,4.84,0.123
76,1599513960,11.0.0.48,UpdateGen,71799128,5.967187500027663,128.510775296,0.7466205,19.004421100000002,13172.0,27.365477128,4.84,0.123
78,1599514020,11.0.0.48,UpdateGen,73684230,6.05312500003491,128.51084083199999,0.7640996,19.0095096,13503.0,28.102714392,4.84,0.123
80,1599514080,11.0.0.48,UpdateGen,75564828,6.68593750009677,128.51084083199999,0.72988,18.9138882,13831.0,28.8279218,4.84,0.123
82,1599514140,11.0.0.48,UpdateGen,77442128,5.715625000029817,128.64512409600002,0.7048554,18.9825626,14169.0,29.54385268,5.134,0.135
84,1599514200,11.0.0.48,UpdateGen,79319580,5.6078125000203585,128.64512409600002,0.7050855,19.102800300000002,14518.0,30.247207552,5.134,0.135
86,1599514260,11.0.0.48,UpdateGen,81201180,5.681249999961437,128.64512409600002,0.7197096,19.018864,14868.0,30.943597752,5.134,0.135
88,1599514320,11.0.0.48,UpdateGen,83083880,5.703124999981796,128.645189632,0.7133595,19.1187963,15218.0,31.6259232,5.134,0.135
90,1599514380,11.0.0.48,UpdateGen,84968180,6.590624999917054,128.645189632,0.7197197,19.0448009,15554.0,32.376731488,5.134,0.135
92,1599514440,11.0.0.48,UpdateGen,86848590,5.759375000034211,128.678744064,0.7091261,18.9340206,15900.0,33.080859712,5.416,0.148
94,1599514500,11.0.0.48,UpdateGen,88722890,5.692187499989814,128.678744064,0.7060558,19.0194755,16246.0,33.777389,5.416,0.148
96,1599514560,11.0.0.48,UpdateGen,90599890,5.631249999896696,128.6788096,0.6961457,19.038739600000003,16592.0,34.473810128,5.416,0.148
98,1599514620,11.0.0.48,UpdateGen,92476390,5.693750000009459,128.6788096,0.6978146,19.1221987,16958.0,35.201450192,5.416,0.148
100,1599514680,11.0.0.48,UpdateGen,94355590,6.076562500002197,128.6788096,0.6969211999999999,19.0342639,17314.0,35.945826304,5.416,0.148
102,1599514740,11.0.0.48,UpdateGen,96233890,6.023437500043656,128.578146304,0.7416213,19.0335957,17673.0,36.661106648,5.605,0.159
104,1599514800,11.0.0.48,UpdateGen,98109827,5.871874999975262,128.578146304,0.7187305,19.1438512,18030.0,37.404044952,5.605,0.159
106,1599514860,11.0.0.48,UpdateGen,99990727,5.810937499954903,128.57827737600002,0.697599,19.118538,18377.0,38.168440064,5.605,0.159
108,1599514920,11.0.0.48,UpdateGen,101870627,5.801562499927968,128.57827737600002,0.7346098000000001,19.0702395,18703.0,38.925697584,5.605,0.159
110,1599514980,11.0.0.48,UpdateGen,103754827,6.179687500061874,128.57827737600002,0.6949403000000001,19.1504265,19044.0,39.674485904,5.605,0.159
112,1599515040,11.0.0.48,UpdateGen,105640527,5.8046874999126885,128.88026726400003,0.7035627,19.057312399999997,19378.0,40.40749152,5.777,0.173
114,1599515100,11.0.0.48,UpdateGen,107516827,5.568749999929395,128.88033280000002,0.7213174,18.916305,19706.0,41.119832584,5.777,0.173
116,1599515160,11.0.0.48,UpdateGen,109385227,5.7140624999556024,128.88033280000002,0.7182670999999999,18.979227899999998,20025.0,41.801738912,5.777,0.173
