,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599494160,11.0.0.237,UpdateGen,211193,6.573437499955631,5.5218749439999995,0.7896061,19.206659100000003,72.0,0.127021376,0.198,0.011
3,1599494220,11.0.0.237,UpdateGen,2089186,6.546875000040018,28.545261567999997,0.7437183,19.2094135,409.0,0.915077784,0.198,0.011
5,1599494280,11.0.0.237,UpdateGen,3972075,9.57031249996362,53.812535296,0.7928761999999999,18.344584,751.0,1.693339368,0.198,0.011
7,1599494340,11.0.0.237,UpdateGen,5793866,7.854687499930193,61.027786752000004,0.7779598000000001,18.8374145,1106.0,2.350420608,0.378,0.024
9,1599494400,11.0.0.237,UpdateGen,7618284,7.657812500019631,61.0289664,0.7979834,18.9223362,1457.0,3.00851088,0.378,0.024
11,1599494460,11.0.0.237,UpdateGen,9461512,6.7765624999810825,61.063176192,0.780583,18.877385,1802.0,3.641482392,1.434,0.034
13,1599494520,11.0.0.237,UpdateGen,11336047,6.84687500004658,61.063503872,0.8083741999999999,18.9883947,2142.0,4.34735648,1.434,0.034
15,1599494580,11.0.0.237,UpdateGen,13204920,7.229687499948341,61.063962624,0.8004113,18.909352600000002,2479.0,5.024057312,2.01,0.044
17,1599494640,11.0.0.237,UpdateGen,15066839,5.942187499986176,61.063962624,0.7369739000000001,19.097095399999997,2832.0,5.702700672,2.01,0.044
19,1599494700,11.0.0.237,UpdateGen,16939908,6.482812500016735,61.063962624,0.7596004000000001,19.145390600000002,3185.0,6.418301192,2.01,0.044
21,1599494760,11.0.0.237,UpdateGen,18818362,6.432812499861015,80.760414208,0.7556938000000001,19.1709677,3536.0,7.154104424,2.01,0.044
23,1599494820,11.0.0.237,UpdateGen,20702774,5.8125000000836735,105.79202047999999,0.7250620999999999,19.178897600000003,3884.0,7.930612968,2.01,0.044
25,1599494880,11.0.0.237,UpdateGen,22584345,5.601562499959982,128.776937472,0.7308528000000001,19.091224399999998,4230.0,8.656368408,2.336,0.062
27,1599494940,11.0.0.237,UpdateGen,24463954,6.564062499928696,128.77700300799998,0.7814350999999999,19.0595672,4567.0,9.3389294,2.336,0.062
29,1599495000,11.0.0.237,UpdateGen,26338154,7.260937499995606,128.77700300799998,0.7962064,18.880795199999998,4907.0,10.034086152,2.336,0.062
31,1599495060,11.0.0.237,UpdateGen,28194869,7.935937499987645,128.777068544,0.8165300999999999,18.896703,5242.0,10.740450592,2.336,0.062
33,1599495120,11.0.0.237,UpdateGen,30056069,5.781250000127315,128.77733068799998,0.6956686999999999,19.1639133,5597.0,11.45470092,2.336,0.062
35,1599495180,11.0.0.237,UpdateGen,31917309,5.739062500106229,128.81095065600002,0.7154961999999999,19.047336899999998,5951.0,12.134083256,3.092,0.075
