,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599445080,11.0.0.252,UpdateGen,227953,2.317187500029817,5.52562688,0.28520209999999996,7.6592149,138.0,0.30311984,0.108,0.011
2,1599445140,11.0.0.252,UpdateGen,981513,2.4125000000094587,15.358451711999999,0.29718079999999997,7.6789952,472.0,1.012617896,0.108,0.011
4,1599445200,11.0.0.252,UpdateGen,1735556,2.334374999973079,25.79427328,0.3009144,7.7439643,802.0,1.733985648,0.108,0.011
6,1599445260,11.0.0.252,UpdateGen,2489606,2.2859375000552973,36.162920448,0.27981629999999996,7.7122739000000005,1120.0,2.451827864,0.108,0.011
8,1599445320,11.0.0.252,UpdateGen,3244941,4.521875000027677,46.63248896,0.3629055,7.6794045,1444.0,3.17810836,0.108,0.011
10,1599445380,11.0.0.252,UpdateGen,3995935,3.8296875000560107,49.686335488000005,0.3266401,7.6726585,1792.0,3.889552072,0.286,0.027
12,1599445440,11.0.0.252,UpdateGen,4745861,3.5984374999861757,49.686859776000006,0.3134987,7.6836414,2140.0,4.615179048,0.286,0.027
14,1599445500,11.0.0.252,UpdateGen,5496089,3.143750000035652,49.687646208000004,0.30238509999999996,7.6465776,2479.0,5.31709344,0.286,0.027
16,1599445560,11.0.0.252,UpdateGen,6246106,2.3843749999832653,49.688039424,0.2497567,7.7250535,2819.0,6.03056836,0.286,0.027
18,1599445620,11.0.0.252,UpdateGen,6997963,2.414062499992724,52.473319423999996,0.2645852,7.7251331,3170.0,6.714201752,0.286,0.027
20,1599445680,11.0.0.252,UpdateGen,7752524,2.5781250000181615,55.42643712,0.272885,7.733148900000001,3509.0,7.378640488,1.198,0.038
22,1599445740,11.0.0.252,UpdateGen,8507177,2.351562499970896,55.426568192,0.2684161,7.735233900000001,3844.0,8.044488616,1.198,0.038
24,1599445800,11.0.0.252,UpdateGen,9262852,2.278124999938896,55.426699264,0.2594065,7.723947900000001,4186.0,8.653683472,1.198,0.038
26,1599445860,11.0.0.252,UpdateGen,10016671,2.3203124999963762,55.4267648,0.2724475,7.7106297,4531.0,9.288066352,1.198,0.038
28,1599445920,11.0.0.252,UpdateGen,10769722,2.2484374999658314,55.4267648,0.263333,7.7111299,4866.0,9.918233712,1.198,0.038
30,1599445980,11.0.0.252,UpdateGen,11522507,2.154687500024025,54.722187264,0.2512727,7.7389895,5216.0,10.534825896,1.686,0.046
32,1599446040,11.0.0.252,UpdateGen,12276754,1.9499999999424915,54.722187264,0.2382588,7.7534324,5559.0,11.188513728,1.686,0.046
34,1599446100,11.0.0.252,UpdateGen,13032420,1.8546874999810825,54.722187264,0.2252246,7.6701136,5887.0,11.83232036,1.686,0.046
36,1599446160,11.0.0.252,UpdateGen,13787813,1.918749999913402,54.722318335999994,0.23699620000000002,7.6723347,6222.0,12.489346896,1.686,0.046
38,1599446220,11.0.0.252,UpdateGen,14545079,1.9296874999600249,54.72258048,0.23764120000000002,7.717742400000001,6552.0,13.116650352,1.686,0.046
40,1599446280,11.0.0.252,UpdateGen,15301039,2.0031250000829885,55.1924736,0.2634174,7.748883599999999,6888.0,13.804614532,2.08,0.063
42,1599446340,11.0.0.252,UpdateGen,16057322,2.2124999999141437,55.1924736,0.2666295,7.7237465,7219.0,14.48221468,2.08,0.063
44,1599446400,11.0.0.252,UpdateGen,16813211,2.2671874999468855,55.192670207999996,0.2714623,7.7116506,7549.0,15.196167416,2.08,0.063
46,1599446460,11.0.0.252,UpdateGen,17567628,1.9062499999381401,55.192670207999996,0.24099489999999998,7.7512813,7871.0,15.895331256,2.08,0.063
48,1599446520,11.0.0.252,UpdateGen,18324042,2.015625000021828,55.192670207999996,0.2491464,7.6811786,8205.0,16.563744328,2.08,0.063
50,1599446580,11.0.0.252,UpdateGen,19077002,1.8484374998843123,54.823636992,0.22602160000000002,7.7230772000000005,8537.0,17.232590608,2.293,0.079
52,1599446640,11.0.0.252,UpdateGen,19832336,1.956250000093874,54.823636992,0.2450276,7.7567667,8873.0,17.782151616,2.293,0.079
54,1599446700,11.0.0.252,UpdateGen,20590256,2.065625000068394,54.823702528,0.2404475,7.7943788,9210.0,18.414477312,2.293,0.079
56,1599446760,11.0.0.252,UpdateGen,21347554,2.339453554631433,54.823702528,0.2674883511648835,7.7147791220877915,9532.0,19.142000416,2.293,0.079
58,1599446820,11.0.0.252,UpdateGen,22103745,1.9894885511877902,54.823702528,0.22998360163983603,7.709462053794621,9869.0,19.786846048,2.293,0.079
60,1599446880,11.0.0.252,UpdateGen,22859385,1.9265624998843265,54.555267072,0.23110029999999998,7.6789675,10200.0,20.42984492,2.491,0.091
62,1599446940,11.0.0.252,UpdateGen,23614585,1.9124999999257852,54.555267072,0.2346248,7.7595539,10525.0,21.0586192,2.491,0.091
64,1599447000,11.0.0.252,UpdateGen,24370774,1.9609375000618172,54.555332608,0.2320512,7.6911475,10864.0,21.621697136,2.491,0.091
66,1599447060,11.0.0.252,UpdateGen,25127014,1.9937500000014552,54.555332608,0.24347229999999997,7.7256960999999995,11199.0,22.234855608,2.491,0.091
68,1599447120,11.0.0.252,UpdateGen,25882214,2.146874999943961,54.555332608,0.2518939,7.6612453,11540.0,22.872725128,2.491,0.091
70,1599447180,11.0.0.252,UpdateGen,26636374,1.8999999999869175,54.656323584,0.226152,7.705459,11889.0,23.556095952,2.691,0.103
72,1599447240,11.0.0.252,UpdateGen,27393609,1.8843749999905555,54.656323584,0.23879039999999999,7.7293493,12232.0,24.251940632,2.691,0.103
