,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1598995447,11.0.0.44,UpdateGen,73790,1.443749999996271,5.52620032,0.08547389999999999,1.9097749,159.0,0.34015784,0.198,0.011
2,1598995507,11.0.0.44,UpdateGen,300225,1.207812500001637,6.835609600000001,0.1101193,2.8531102,482.0,1.115986384,0.198,0.011
4,1598995567,11.0.0.44,UpdateGen,703700,1.6453125000089273,12.439527424000001,0.1930478,4.7623311,831.0,1.868122368,0.198,0.011
6,1598995627,11.0.0.44,UpdateGen,1294925,3.5125000000016513,20.963074048000003,0.2744724,6.5714096,1166.0,2.606188752,0.198,0.011
8,1598995687,11.0.0.44,UpdateGen,2079080,2.690625000007003,31.667855359999997,0.3531836,8.6025745,1521.0,3.31845416,0.198,0.011
10,1598995747,11.0.0.44,UpdateGen,3042850,5.1968749999832795,34.6884096,0.481032,10.377319199999999,1858.0,4.057825328,0.374,0.025
12,1598995807,11.0.0.44,UpdateGen,4185370,6.310937499999909,34.688999423999995,0.5515944,12.084639800000001,2215.0,4.778672008,0.374,0.025
14,1598995867,11.0.0.44,UpdateGen,5514863,4.320312500012747,47.037489152,0.48022770000000004,14.1132489,2548.0,5.496392448,0.374,0.025
16,1598995927,11.0.0.44,UpdateGen,7036460,5.143749999997453,60.660916224000005,0.6109916999999999,15.960660599999999,2888.0,6.214968712,1.198,0.035
18,1598995987,11.0.0.44,UpdateGen,8745585,5.4749999999944805,60.660981760000006,0.6901819,17.911089699999998,3233.0,6.897190248,1.198,0.035
20,1598996047,11.0.0.44,UpdateGen,10587410,10.34062500000347,60.661243904,0.9457138,19.059049,3592.0,7.585892388,1.198,0.035
