,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1598992687,11.0.0.247,UpdateGen,182420,0.8250000000043656,5.5261962239999995,0.0849722,1.8829984,356.0,0.71341336,0.092,0.012
3,1598992747,11.0.0.247,UpdateGen,452336,1.0968749999983487,9.083293696,0.11737589999999999,3.0546106,690.0,1.441876416,0.092,0.012
5,1598992807,11.0.0.247,UpdateGen,834856,1.4015624999933607,14.150537216,0.15829079999999998,4.1593004,1044.0,2.18930924,0.092,0.012
7,1598992867,11.0.0.247,UpdateGen,1330962,1.6828125000006366,20.996952064,0.2039832,5.2981091,1372.0,2.951669944,0.092,0.012
9,1598992927,11.0.0.247,UpdateGen,1940033,2.70625000001246,27.607896064,0.2883788,6.4538898,1701.0,3.697918152,0.259,0.025
11,1598992987,11.0.0.247,UpdateGen,2659076,3.692187500005275,27.608354816,0.350407,7.5707632,2042.0,4.43464308,0.259,0.025
13,1598993047,11.0.0.247,UpdateGen,3489847,4.559374999998937,27.608748032,0.39617559999999996,8.6723514,2393.0,5.169737008,0.259,0.025
15,1598993107,11.0.0.247,UpdateGen,4438400,2.9468749999932555,38.615322624,0.3630255,9.9140078,2727.0,5.909008504,0.259,0.025
17,1598993167,11.0.0.247,UpdateGen,5498562,3.242187500009109,52.809109504000006,0.3952792,10.9299941,3053.0,6.649489208,0.259,0.025
19,1598993227,11.0.0.247,UpdateGen,6662709,3.8609375000009862,60.593803263999995,0.4446449,12.016781199999999,3410.0,7.390420224,1.027,0.035
21,1598993287,11.0.0.247,UpdateGen,7930130,5.926562499998909,60.593803263999995,0.5722323,12.8024332,3762.0,8.112304968,1.027,0.035
23,1598993347,11.0.0.247,UpdateGen,9239088,6.590625000001182,60.593868799999996,0.602605,13.0825185,4135.0,8.788772408,1.027,0.035
25,1598993407,11.0.0.247,UpdateGen,10642942,5.3421875000026375,60.661108736,0.6201328,15.3845396,4517.0,9.459922312,1.727,0.046
