,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599348067,11.0.0.172,UpdateGen,14241,0.4015624999829157,5.526437888,0.0193177,0.20069710000000002,273.0,0.555893872,0.169,0.009
3,1599348127,11.0.0.172,UpdateGen,71092,0.5968750000010772,5.526700032,0.0527585,0.9720168,609.0,1.242564608,0.169,0.009
5,1599348187,11.0.0.172,UpdateGen,203153,0.6984375000502041,6.231932928,0.07580260000000001,1.75205,946.0,1.898480176,0.169,0.009
7,1599348247,11.0.0.172,UpdateGen,410743,0.8953124999516433,9.252421632,0.0890393,2.4964442,1291.0,2.537809592,0.169,0.009
9,1599348307,11.0.0.172,UpdateGen,693650,1.1156249999749122,14.655537151999999,0.103033,3.270863,1639.0,3.201678392,0.332,0.024
11,1599348367,11.0.0.172,UpdateGen,1052112,1.800000000039276,14.656258048,0.1612364,3.9892293999999997,1993.0,3.835970432,0.332,0.024
13,1599348427,11.0.0.172,UpdateGen,1484927,2.5781249999909335,14.656651264,0.2153899,4.7749809,2351.0,4.517925696,0.332,0.024
15,1599348487,11.0.0.172,UpdateGen,1994895,1.7890624999927383,20.529332224,0.178872,5.606931400000001,2706.0,5.197909928,0.332,0.024
17,1599348547,11.0.0.172,UpdateGen,2581551,1.9468750000214783,28.381659136,0.2029905,6.3672757,3043.0,5.923852488,0.332,0.024
19,1599348607,11.0.0.172,UpdateGen,3242658,2.824999999975276,37.710053376,0.26742390000000005,7.1158869000000005,3366.0,6.574333828,0.916,0.033
