,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
0,1599337807,11.0.0.194,UpdateGen,6750,0.5046875000152795,5.525364736,0.0348387,0.5962429,137.0,0.313944112,0.065,0.009
2,1599337867,11.0.0.194,UpdateGen,39273,0.6984374999956344,5.5266754559999995,0.0652131,1.3611053999999998,461.0,1.070331824,0.065,0.009
4,1599337927,11.0.0.194,UpdateGen,142324,0.915625000006898,6.09775616,0.0838586,2.1289298999999997,791.0,1.814569776,0.262,0.022
6,1599337987,11.0.0.194,UpdateGen,320884,1.0828125000353168,6.098149376,0.1056106,2.8998106,1120.0,2.571592016,0.262,0.022
8,1599338047,11.0.0.194,UpdateGen,574443,1.579687500015993,9.622085632,0.12741560000000002,3.6445939,1447.0,3.320286784,0.262,0.022
10,1599338107,11.0.0.194,UpdateGen,904410,1.6265625000051074,14.320820224,0.16274260000000002,4.474939200000001,1774.0,4.057153096,0.262,0.022
12,1599338167,11.0.0.194,UpdateGen,1309548,2.0125000000552973,19.958358016000002,0.1974961,5.164519599999999,2093.0,4.840094512,0.262,0.022
14,1599338227,11.0.0.194,UpdateGen,1787487,2.951562500002183,23.750467584000003,0.26374970000000003,5.9586356,2427.0,5.603996656,0.644,0.031
16,1599338287,11.0.0.194,UpdateGen,2341570,4.623437499976703,23.750926336,0.312105,6.684855,2764.0,6.354059232,0.644,0.031
18,1599338347,11.0.0.194,UpdateGen,2970009,2.4812499999825377,23.75118848,0.26633959999999995,7.5494983,3092.0,7.132258512,0.644,0.031
20,1599338407,11.0.0.194,UpdateGen,3675305,2.640624999967258,31.468969984,0.2847214,8.3287331,3419.0,7.84689836,0.644,0.031
22,1599338467,11.0.0.194,UpdateGen,4457754,3.6187500000141597,41.870843904,0.3582943,8.9923497,3745.0,8.56336228,0.644,0.031
24,1599338527,11.0.0.194,UpdateGen,5313224,3.648437500014566,48.111968256,0.3678723,9.7690105,4081.0,9.318520464,1.208,0.042
