,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
2,1599005407,11.0.0.7,UpdateGen,77280,0.9640624999951939,5.526491136,0.092622,2.2713394,168.0,0.294505488,0.109,0.008
4,1599005467,11.0.0.7,UpdateGen,281250,1.2499999999954667,6.667800576,0.1130068,3.0259007999999996,512.0,1.011838144,0.109,0.008
6,1599005527,11.0.0.7,UpdateGen,557980,1.4624999999955435,10.728542208,0.1471551,3.7700877000000004,846.0,1.662553688,0.109,0.008
8,1599005587,11.0.0.7,UpdateGen,911608,1.942187499996649,15.896317952,0.1803085,4.5262725999999995,1177.0,2.351404072,0.109,0.008
10,1599005647,11.0.0.7,UpdateGen,1338186,1.8859375000010772,21.802668032,0.2006906,5.318787299999999,1503.0,3.018489864,0.109,0.008
12,1599005707,11.0.0.7,UpdateGen,1838234,2.41055355536092,23.951413247999998,0.2428318831883188,6.044603360336033,1827.0,3.704060424,0.271,0.019
