,time,metric.instance,metric.actor,Raphtory_Spout_Tuples_total,host_load_average,usedMemory,NetworkIn,NetworkOut,mailbox,mailboxTime,cycles,pauses
1,1599004807,11.0.0.234,UpdateGen,88760,0.9171875000038199,5.5263313919999995,0.0860513,1.922207,187.0,0.418651056,0.161,0.011
3,1599004867,11.0.0.234,UpdateGen,296342,0.951562500010823,6.432825344,0.09204169999999999,2.3027445,512.0,1.142778496,0.161,0.011
5,1599004927,11.0.0.234,UpdateGen,577082,1.1062500000002728,10.459881472,0.109711,3.0525194,837.0,1.852774784,0.161,0.011
7,1599004987,11.0.0.234,UpdateGen,932598,1.443749999996271,15.45981952,0.1390471,3.8323079,1164.0,2.555642264,0.161,0.011
9,1599005047,11.0.0.234,UpdateGen,1366144,1.88437500000191,21.500731392,0.1759074,4.6026067,1487.0,3.270690744,0.325,0.023
11,1599005107,11.0.0.234,UpdateGen,1874142,2.0359375000066393,23.951581184,0.2205901,5.3497775999999995,1827.0,3.993450848,0.325,0.023
13,1599005167,11.0.0.234,UpdateGen,2454394,2.526562500006534,23.951974399999997,0.2544161,6.0677408,2165.0,4.723500368,0.325,0.023
